28070808|t|Combined positive effect of oocyte extracts and brilliant cresyl blue stained recipient cytoplasts on epigenetic reprogramming and gene expression in buffalo nuclear transfer embryos
28070808|a|This study examined the effects of buffalo oocyte extracts (BOE) on donor cells reprogramming and molecular characterisation of oocytes screened via brilliant cresyl blue (BCB) staining and comparison of gene expression profiles of developmentally important genes in blastocysts from IVF and cloned derived from BOE treated donor cells with BCB selected recipient cytoplasts. Relative abundance (RA) of OCT4 and NANOG was increased (P < 0.05) and HDAC-1, DNMT-1, and DNMT-3A decreased (P < 0.05) in extract treated cells (ETCs). This ETCs dedifferentiated into neuron -like lineage under appropriate induction condition. The RA of NASP, EEF1A1, DNMT1, ODC1 and RPS27A was increased (P < 0.05) in BCB + oocytes, whereas ATP5A1 and S100A10 increased (P < 0.05) in BCB - oocytes. Total cell number and RA of OCT4, NANOG, SOX2, DNMT1, IGF2, IGF2R, MNSOD, GLUT1, BAX and BCL2 in cloned blastocysts derived from BCB + oocytes with ETC more closely followed that of IVF counterparts compared to BCB + oocytes with extract untreated cell and BCB - oocytes with ETC derived blastocysts. In conclusion, BOE influenced epigenetic reprogramming of buffalo fibroblasts making them suitable donors for nuclear transfer (NT). BCB staining can be effectively used for selection of developmentally competent oocytes for NT. The combined effects of epigenetic reprogramming of donor nuclei by BOE and higher nuclear reprogramming capacity of BCB + oocytes improve developmentally important gene expression in cloned blastocysts. Whether these improvements have long-term effects on buffalo calves born following embryo transfer remains unknown.
28070808	9	27	positive effect of	T033	UMLS:C0243095
28070808	1394	1406	BCB staining	T058	UMLS:C1318930
28070808	1474	1481	oocytes	T017	UMLS:C0029045
28070808	1486	1488	NT	T038	UMLS:C0872070
28070808	1514	1538	epigenetic reprogramming	T062	UMLS:C1721050
28070808	1542	1554	donor nuclei	T017	UMLS:C0007610
28070808	1558	1561	BOE	T017	UMLS:C0007592
28070808	1573	1594	nuclear reprogramming	T062	UMLS:C1721050
28070808	1607	1610	BCB	T103	UMLS:C0054052
28070808	1613	1620	oocytes	T017	UMLS:C0029045
28070808	1655	1670	gene expression	T038	UMLS:C0017262
28070808	1674	1680	cloned	T017	UMLS:C0009013
28070808	1681	1692	blastocysts	T017	UMLS:C1281743
28070808	1747	1761	buffalo calves	T204	UMLS:C3668829
28070808	1762	1766	born	T038	UMLS:C0005615
28070808	1777	1792	embryo transfer	T058	UMLS:C0013938
