27872234|t|Downregulation of Endothelial Transient Receptor Potential Vanilloid Type 4 Channel and Small-Conductance of Ca2+-Activated K+ Channels Underpins Impaired Endothelium-Dependent Hyperpolarization in Hypertension
27872234|a|Endothelium-dependent hyperpolarization (EDH)-mediated responses are impaired in hypertension, but the underlying mechanisms have not yet been determined. The activation of small- and intermediate-conductance of Ca(2+)-activated K(+) channels (SKCa and IKCa) underpins EDH -mediated responses. It was recently reported that Ca(2+) influx through endothelial transient receptor potential vanilloid type 4 channel (TRPV4) is a prerequisite for the activation of SKCa / IKCa in endothelial cells in specific beds. Here, we attempted to determine whether the impairment of EDH in hypertension is attributable to the dysfunction of TRPV4 and S / IKCa, using isolated superior mesenteric arteries of 20-week-old stroke-prone spontaneously hypertensive rats (SHRSP) and age-matched Wistar-Kyoto (WKY) rats. In the WKY arteries, EDH -mediated responses were reduced by a combination of SKCa / IKCa blockers (apamin plus TRAM-34; 1-[(2-chlorophenyl)diphenylmethl]-1H-pyrazole) and by the blockade of TRPV4 with the selective antagonist RN-1734 or HC-067047. In the SHRSP arteries, EDH-mediated hyperpolarization and relaxation were significantly impaired when compared with WKY. GSK1016790A, a selective TRPV4 activator, evoked robust hyperpolarization and relaxation in WKY arteries. In contrast, in SHRSP arteries, the GSK1016790A -evoked hyperpolarization was small and relaxation was absent. Hyperpolarization and relaxation to cyclohexyl-[2-(3,5-dimethyl-pyrazol-1-yl)-6-methyl-pyrimidin-4-yl]-amine, a selective SKCa activator, were marginally decreased in SHRSP arteries compared with WKY arteries. The expression of endothelial TRPV4 and SKCa protein was significantly decreased in the SHRSP mesenteric arteries compared with those of WKY, whereas function and expression of IKCa were preserved in SHRSP arteries. These findings suggest that EDH -mediated responses are impaired in superior mesenteric arteries of SHRSP because of a reduction in both TRPV4 and SKCa input to EDH.
27872234	0	14	Downregulation	T038	UMLS:C0013081
27872234	1018	1021	WKY	T204	UMLS:C0034709
27872234	1022	1030	arteries	T017	UMLS:C0003842
27872234	1032	1035	EDH	T103	UMLS:C0082428
27872234	1046	1055	responses	T033	UMLS:C1704632
27872234	1089	1093	SKCa	T103	UMLS:C1571638
27872234	1096	1100	IKCa	T103	UMLS:C1571649
27872234	1111	1117	apamin	T103	UMLS:C0003521
27872234	1123	1130	TRAM-34	T103	UMLS:C0916207
27872234	1132	1177	1-[(2-chlorophenyl)diphenylmethl]-1H-pyrazole	T103	UMLS:C0916207
27872234	1202	1207	TRPV4	T103	UMLS:C1563722
27872234	1227	1237	antagonist	T103	UMLS:C0243076
27872234	1238	1245	RN-1734	T103	UMLS:C2744078
27872234	1249	1258	HC-067047	T103	UMLS:C3493142
27872234	1267	1272	SHRSP	T204	UMLS:C0034705
27872234	1273	1281	arteries	T017	UMLS:C0003842
27872234	1283	1313	EDH-mediated hyperpolarization	T103	UMLS:C0082428
27872234	1376	1379	WKY	T204	UMLS:C0034709
27872234	1381	1392	GSK1016790A	T103	UMLS:C2604031
27872234	1406	1411	TRPV4	T103	UMLS:C1563722
27872234	1412	1421	activator	T103	UMLS:C0243192
27872234	1437	1454	hyperpolarization	T038	UMLS:C2262820
27872234	1473	1476	WKY	T204	UMLS:C0034709
27872234	1477	1485	arteries	T017	UMLS:C0003842
27872234	1503	1508	SHRSP	T204	UMLS:C0034705
27872234	1509	1517	arteries	T017	UMLS:C0003842
27872234	1523	1534	GSK1016790A	T103	UMLS:C2604031
27872234	1543	1560	hyperpolarization	T038	UMLS:C2262820
27872234	1598	1615	Hyperpolarization	T038	UMLS:C2262820
27872234	1634	1706	cyclohexyl-[2-(3,5-dimethyl-pyrazol-1-yl)-6-methyl-pyrimidin-4-yl]-amine	T103	UMLS:C2976731
27872234	1720	1724	SKCa	T103	UMLS:C1571638
27872234	1725	1734	activator	T103	UMLS:C0243192
27872234	1765	1770	SHRSP	T204	UMLS:C0034705
27872234	1771	1779	arteries	T017	UMLS:C0003842
27872234	1794	1797	WKY	T204	UMLS:C0034709
27872234	1798	1806	arteries	T017	UMLS:C0003842
27872234	1812	1822	expression	T038	UMLS:C1171362
27872234	1826	1843	endothelial TRPV4	T103	UMLS:C1563722
27872234	1848	1852	SKCa	T103	UMLS:C1571638
27872234	1896	1901	SHRSP	T204	UMLS:C0034705
27872234	1902	1921	mesenteric arteries	T017	UMLS:C0162861
27872234	1945	1948	WKY	T204	UMLS:C0034709
27872234	1971	1981	expression	T038	UMLS:C1171362
27872234	1985	1989	IKCa	T103	UMLS:C1571649
27872234	2008	2013	SHRSP	T204	UMLS:C0034705
27872234	2014	2022	arteries	T017	UMLS:C0003842
27872234	2030	2038	findings	T033	UMLS:C0243095
27872234	2052	2055	EDH	T103	UMLS:C0082428
27872234	2066	2075	responses	T033	UMLS:C1704632
27872234	2092	2120	superior mesenteric arteries	T017	UMLS:C0162861
27872234	2124	2129	SHRSP	T204	UMLS:C0034705
27872234	2143	2152	reduction	T058	UMLS:C0441610
27872234	2161	2166	TRPV4	T103	UMLS:C1563722
27872234	2171	2175	SKCa	T103	UMLS:C1571638
27872234	2185	2188	EDH	T103	UMLS:C0082428
