28342789|t|Enhanced gastric stability of esomeprazole by molecular interaction and modulation of microenvironmental pH with alkalizers in solid dispersion
28342789|a|Due to the instability of esomeprazole magnesium dihydrate (EPM), a proton pump inhibitor, in gastric fluid, enteric-coated dosage form is commonly used for therapeutic application. In this study, we prepared new gastric fluid resistant solid dispersions (SDs) containing alkalizers. Then, new mechanistic evidence regarding the effects of pharmaceutical alkalizers on the aqueous stability of EPM in simulated gastric fluid was investigated. The alkalizer -loaded SD were prepared by dissolving or dispersing EPM, hydroxypropyl methylcellulose (HPMC) 6 cps, and an alkalizer, in ethanol 50% (v/v) followed by spray drying. Nine different alkalizer s were assessed for in vitro stability in two media, simulated gastric fluid (pH 1.2 buffer) and simulated intestinal fluid (pH 6.8 buffer). The microenvironmental pH (pHM) was measured to evaluate the effect of the alkalizer on the pHM of SDs. Drug crystallinity and morphology of the SDs were also examined by differential scanning calorimetry (DSC), powder X-ray diffraction (PXRD), and scanning electron microscopy (SEM). The interactions among EPM, the polymer, and the alkalizer were elucidated by Fourier transform infrared (FTIR) spectroscopy. The in vivo absorption studies of the optimized alkalizer -containing SD and the enteric-coated reference tablet Nexium (®) were then conducted in beagle dogs. Among alkalizer s, MgO loaded in SDs proved to be the best alkalizer to stabilize EPM in simulated gastric fluid. pHM values of the alkalizer -containing SDs were significantly higher than that of the SD without alkalizer. The pHM values decreased in the following order: MgO, Na2CO3, Ca(OH)2, and no alkalizer. DSC and PXRD data exhibited a change in the drug crystallinity of the SDs from crystalline to amorphous form. SEM data showed a relatively spherical shape of the MgO -loaded SD compared to the less-defined shape of pure drug. FTIR indicated a strong molecular interaction among EPM, alkalizer and polymer; in particular, MgO showed the strongest interaction with EPM. It was evident that alkalizer interacts with benzimidazole ring and/or sulfonyl group of EPM for enhancing EPM stability in gastric fluid. Regarding the in vivo absorption studies in beagle dogs, the optimized SD (C16) was bioequivalent to the reference Nexium (®) and had a considerable greater absorption at the early stages. The current alkalizer -containing SD could provide a promising approach for aqueous stabilization of acid - labile drugs without using enteric coating method.
28342789	30	42	esomeprazole	T103	UMLS:C0937846
28342789	1172	1176	PXRD	T058	UMLS:C0043301
28342789	1183	1211	scanning electron microscopy	T058	UMLS:C0026020
28342789	1213	1216	SEM	T058	UMLS:C0026020
28342789	1242	1245	EPM	T103	UMLS:C3883231
28342789	1251	1258	polymer	T103	UMLS:C0063242
28342789	1268	1277	alkalizer	T103	UMLS:C0304463
28342789	1297	1343	Fourier transform infrared (FTIR) spectroscopy	T062	UMLS:C0206055
28342789	1349	1356	in vivo	T082	UMLS:C1515655
28342789	1368	1375	studies	T062	UMLS:C2603343
28342789	1393	1402	alkalizer	T103	UMLS:C0304463
28342789	1415	1417	SD	T103	UMLS:C3859614
28342789	1426	1440	enteric-coated	T103	UMLS:C0039226
28342789	1451	1457	tablet	T103	UMLS:C0013227
28342789	1458	1464	Nexium	T103	UMLS:C0939400
28342789	1492	1503	beagle dogs	T204	UMLS:C0324306
28342789	1511	1520	alkalizer	T103	UMLS:C0304463
28342789	1524	1527	MgO	T103	UMLS:C0024477
28342789	1538	1541	SDs	T103	UMLS:C3859614
28342789	1564	1573	alkalizer	T103	UMLS:C0304463
28342789	1587	1590	EPM	T103	UMLS:C3883231
28342789	1604	1617	gastric fluid	T031	UMLS:C2828094
28342789	1637	1646	alkalizer	T103	UMLS:C0304463
28342789	1659	1662	SDs	T103	UMLS:C3859614
28342789	1706	1708	SD	T103	UMLS:C3859614
28342789	1717	1726	alkalizer	T103	UMLS:C0304463
28342789	1777	1780	MgO	T103	UMLS:C0024477
28342789	1782	1788	Na2CO3	T103	UMLS:C0074732
28342789	1790	1797	Ca(OH)2	T103	UMLS:C0006701
28342789	1806	1815	alkalizer	T103	UMLS:C0304463
28342789	1817	1820	DSC	T058	UMLS:C0006780
28342789	1825	1829	PXRD	T058	UMLS:C0043301
28342789	1861	1865	drug	T103	UMLS:C0013227
28342789	1866	1879	crystallinity	T103	UMLS:C0444626
28342789	1887	1890	SDs	T103	UMLS:C3859614
28342789	1896	1907	crystalline	T103	UMLS:C0444626
28342789	1927	1930	SEM	T058	UMLS:C0026020
28342789	1956	1971	spherical shape	T082	UMLS:C0332501
28342789	1979	1982	MgO	T103	UMLS:C0024477
28342789	1991	1993	SD	T103	UMLS:C3859614
28342789	2023	2028	shape	T082	UMLS:C0332479
28342789	2037	2041	drug	T103	UMLS:C0013227
28342789	2043	2047	FTIR	T062	UMLS:C0206055
28342789	2067	2088	molecular interaction	T038	UMLS:C1167622
28342789	2095	2098	EPM	T103	UMLS:C3883231
28342789	2100	2109	alkalizer	T103	UMLS:C0304463
28342789	2114	2121	polymer	T103	UMLS:C0063242
28342789	2138	2141	MgO	T103	UMLS:C0024477
28342789	2180	2183	EPM	T103	UMLS:C3883231
28342789	2205	2214	alkalizer	T103	UMLS:C0304463
28342789	2274	2277	EPM	T103	UMLS:C3883231
28342789	2292	2295	EPM	T103	UMLS:C3883231
28342789	2309	2322	gastric fluid	T031	UMLS:C2828094
28342789	2338	2345	in vivo	T082	UMLS:C1515655
28342789	2357	2364	studies	T062	UMLS:C2603343
28342789	2368	2379	beagle dogs	T204	UMLS:C0324306
28342789	2395	2397	SD	T103	UMLS:C3859614
28342789	2439	2445	Nexium	T103	UMLS:C0939400
28342789	2525	2534	alkalizer	T103	UMLS:C0304463
28342789	2547	2549	SD	T103	UMLS:C3859614
28342789	2614	2618	acid	T103	UMLS:C0001128
28342789	2621	2627	labile	T033	UMLS:C0443343
28342789	2628	2633	drugs	T103	UMLS:C0013227
28342789	2648	2663	enteric coating	T103	UMLS:C0039226
