,sentence,word_labels
1,"In this paper the LIMSI recognizer which was evaluated in the ARPA NOV93 CSR test is described , and experimental results on the WSJ and BREF corpora under closely matched conditions are reported .","O,O,O,O,B,I,O,O,O,O,O,B,I,I,I,O,O,O,O,O,O,O,O,B,I,I,I,O,O,O,O,O,O,O"
2,For both corpora word recognition experiments were carried out with vocabularies containing up to 20k words .,"O,O,B,B,I,O,O,O,O,O,O,O,O,O,O,O,O"
3,The recognizer makes use of continuous density HMM with Gaussian mixture for acoustic modeling and n - gram statistics estimated on the newspaper texts for language modeling .,"O,B,O,O,O,B,I,I,O,B,I,O,B,I,O,B,I,I,I,O,O,O,B,I,O,B,I,O"
4,The recognizer uses a time - synchronous graph - search strategy which is shown to still be viable with a 20k - word vocabulary when used with bigram back - off language models .,"O,B,O,O,B,I,I,I,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,I,I,O"
5,"A second forward pass , which makes use of a word graph generated with the bigram , incorporates a trigram language model .","O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,B,O,O,O,B,I,I,O"
6,"Acoustic modeling uses cepstrum - based features , context - dependent phone models ( intra and interword ) , phone duration models , and sex - dependent models .","B,I,O,B,I,I,I,O,B,I,I,I,I,I,I,I,I,I,O,B,I,I,O,O,B,I,I,I,O"
0,"Joint matrix triangularization is often used for estimating the joint eigenstructure of a set M of matrices , with applications in signal processing and machine learning .","B,I,I,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,B,I,O,B,I,O"
1,"We consider the problem of approximate joint matrix triangularization when the matrices in M are jointly diagonalizable and real , but we only observe a set M ' of noise perturbed versions of the matrices in M. Our main result is a first - order upper bound on the distance between any approximate joint triangularizer of the matrices in M ' and any exact joint triangularizer of the matrices in M. The bound depends only on the observable matrices in M ' and the noise level .","O,O,O,O,O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,I,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
2,"In particular , it does not depend on optimization specific properties of the triangularizer , such as its proximity to critical points , that are typical of existing bounds in the literature .","O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
3,"To our knowledge , this is the first a posteriori bound for joint matrix decomposition .","O,O,O,O,O,O,O,O,O,B,I,O,B,I,I,O"
4,We demonstrate the bound on synthetic data for which the ground truth is known .,"O,O,O,O,O,B,I,O,O,O,O,O,O,O,O"
0,Oral communication is ubiquitous and carries important information yet it is also time consuming to document .,"B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
1,Given the development of storage media and networks one could just record and store a conversation for documentation .,"O,O,O,O,B,I,I,I,O,O,O,O,O,O,O,B,O,O,O"
2,"The question is , however , how an interesting information piece would be found in a large database .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
3,Traditional information retrieval techniques use a histogram of keywords as the document representation but oral communication may offer additional indices such as the time and place of the rejoinder and the attendance .,"O,B,I,I,O,O,B,I,I,O,O,B,I,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
4,"An alternative index could be the activity such as discussing , planning , informing , story - telling , etc .","O,O,O,O,O,O,B,O,O,B,O,B,O,B,O,B,I,I,O,O,O"
5,This paper addresses the problem of the automatic detection of those activities in meeting situation and everyday rejoinders .,"O,O,O,O,O,O,O,B,I,O,O,B,O,O,O,O,O,O,O"
6,Several extensions of this basic idea are being discussed and/or evaluated : Similar to activities one can define subsets of larger database and detect those automatically which is shown on a large database of TV shows .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,O"
7,Emotions and other indices such as the dominance distribution of speakers might be available on the surface and could be used directly .,"B,O,O,O,O,O,O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O"
8,Despite the small size of the databases used some results about the effectiveness of these indices can be obtained .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
0,We have implemented a restricted domain parser called Plume .,"O,O,O,O,B,I,I,O,B,O"
1,Building on previous work at Carnegie - Mellon University e.g.,"O,O,O,O,O,O,O,O,O,O"
2,"[ 4 , 5 , 8 ] , Plume 's approach to parsing is based on semantic caseframe instantiation .","O,O,O,O,O,O,O,O,B,I,I,O,B,O,O,O,B,I,I,O"
3,"This has the advantages of efficiency on grammatical input , and robustness in the face of ungrammatical input .","O,O,O,O,O,O,O,B,I,O,O,B,O,O,O,O,B,I,O"
4,"While Plume is well adapted to simple declarative and imperative utterances , it handles passives , relative clauses and interrogatives in an ad hoc manner leading to patchy syntactic coverage .","O,B,O,O,O,O,O,B,I,I,I,O,B,O,B,O,B,I,O,B,O,O,O,O,O,O,O,B,I,I,O"
5,"This paper outlines Plume as it currently exists and describes our detailed design for extending Plume to handle passives , relative clauses , and interrogatives in a general manner .","O,O,O,B,O,B,O,O,O,O,O,O,O,O,O,B,O,O,B,O,B,I,O,O,B,O,O,O,O,O"
0,This paper reports a completed stage of ongoing research at the University of York .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
1,Landsbergen 's advocacy of analytical inverses for compositional syntax rules encourages the application of Definite Clause Grammar techniques to the construction of a parser returning Montague analysis trees .,"O,O,O,O,B,I,O,B,I,I,O,O,O,O,B,I,I,I,O,O,O,O,O,B,I,I,I,I,O"
2,A parser MDCC is presented which implements an augmented Friedman - Warren algorithm permitting post referencing * and interfaces with a language of intenslonal logic translator LILT so as to display the derivational history of corresponding reduced IL formulae .,"O,B,I,O,O,O,O,O,B,I,I,I,I,O,B,I,O,O,O,O,O,O,O,B,I,I,I,O,O,O,O,O,B,I,O,O,B,I,I,O"
3,Some familiarity with Montague 's PTQ and the basic DCG mechanism is assumed .,"O,O,O,B,I,I,O,O,B,I,I,O,O,O"
0,We propose a novel limited - memory stochastic block BFGS update for incorporating enriched curvature information in stochastic approximation methods .,"O,O,O,O,B,I,I,I,I,I,I,O,B,I,I,I,I,I,I,I,O"
1,"In our method , the estimate of the inverse Hessian matrix that is maintained by it , is updated at each iteration using a sketch of the Hessian , i.e.","O,O,B,O,O,O,O,O,B,I,I,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,B,O,O"
2,", a randomly generated compressed form of the Hessian .","O,O,B,I,I,I,I,I,I,O"
3,"We propose several sketching strategies , present a new quasi - Newton method that uses stochastic block BFGS updates combined with the variance reduction approach SVRG to compute batch stochastic gradients , and prove linear convergence of the resulting method .","O,O,O,B,I,O,O,O,O,B,I,I,I,O,O,B,I,I,I,O,O,O,B,I,I,I,O,O,B,I,I,O,O,O,B,I,O,O,O,B,O"
4,Numerical tests on large - scale logistic regression problems reveal that our method is more robust and substantially outperforms current state - of - the - art methods .,"O,O,O,B,I,I,I,I,I,O,O,O,B,O,O,O,O,O,O,O,B,I,I,I,I,I,I,I,O"
0,"In order to build robust automatic abstracting systems , there is a need for better training resources than are currently available .","O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,B,I,O,O,O,O,O"
1,"In this paper , we introduce an annotation scheme for scientific articles which can be used to build such a resource in a consistent way .","O,O,O,O,O,O,O,B,I,O,B,I,O,O,O,O,O,O,O,O,B,O,O,O,O,O"
2,The seven categories of the scheme are based on rhetorical moves of argumentation .,"O,O,O,O,O,B,O,O,O,B,I,I,I,O"
3,"Our experimental results show that the scheme is stable , reproducible and intuitive to use .","O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O"
0,One of the claimed benefits of Tree Adjoining Grammars is that they have an extended domain of locality ( EDOL ) .,"O,O,O,O,O,O,B,I,I,O,O,B,O,O,B,I,I,I,I,I,I,O"
1,We consider how this can be exploited to limit the need for feature structure unification during parsing .,"O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,B,O"
2,"We compare two wide - coverage lexicalized grammars of English , LEXSYS and XTAG , finding that the two grammars exploit EDOL in different ways .","O,O,O,O,O,O,B,I,I,I,O,B,O,B,O,O,O,O,O,B,O,B,O,O,O,O"
0,The verb forms are often claimed to convey two kinds of information : 1 .,"O,B,I,O,O,O,O,O,O,O,O,B,O,O,O"
1,"whether the event described in a sentence is present , past or future (= deictic information ) 2 .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O"
2,"whether the event described in a sentence is presented as completed , going on , just starting or being finished (= aspectual information ) .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O"
3,"It will be demonstrated in this paper that one has to add a third component to the analysis of verb form meanings , namely whether or not they express habituality .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,I,O,O,O,O,O,O,O,O,O"
4,The framework of the analysis is model - theoretic semantics .,"O,O,O,O,B,O,B,I,I,I,O"
0,"This paper proposes an automatic , essentially domain - independent means of evaluating Spoken Language Systems ( SLS ) which combines software we have developed for that purpose ( the "" Comparator "" ) and a set of specifications for answer expressions ( the "" Common Answer Specification "" , or CAS ) .","O,O,O,O,O,O,O,B,I,I,I,I,I,I,I,I,I,I,I,O,O,B,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,B,O,B,I,O,O,O,B,I,I,O,O,O,B,O,O"
1,"The Comparator checks whether the answer provided by a SLS accords with a canonical answer , returning either true or false .","O,B,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O"
2,"The Common Answer Specification determines the syntax of answer expressions , the minimal content that must be included in them , the data to be included in and excluded from test corpora , and the procedures used by the Comparator .","O,B,I,I,O,O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O"
3,"Though some details of the CAS are particular to individual domains , the Comparator software is domain - independent , as is the CAS approach .","O,O,O,O,O,B,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,B,I,O"
0,This paper proposes an approach to full parsing suitable for Information Extraction from texts .,"O,O,O,O,B,O,B,I,O,O,B,I,O,O,O"
1,"Sequences of cascades of rules deterministically analyze the text , building unambiguous structures .","O,O,O,O,B,O,O,O,O,O,O,B,I,O"
2,Initially basic chunks are analyzed ; then argumental relations are recognized ; finally modifier attachment is performed and the global parse tree is built .,"O,O,O,O,O,O,O,B,I,O,O,O,O,B,I,O,O,O,O,B,I,I,O,O,O"
3,The approach was proven to work for three languages and different domains .,"O,B,O,O,O,O,O,O,O,O,O,O,O"
4,"It was implemented in the IE module of FACILE , a EU project for multilingual text classification and IE .","B,O,O,O,O,B,I,O,B,I,I,I,I,I,I,I,I,I,I,O"
0,This paper presents a new two - pass algorithm for Extra Large ( more than 1 M words ) Vocabulary COntinuous Speech recognition based on the Information Retrieval ( ELVIRCOS ) .,"O,O,O,O,O,B,I,I,I,O,B,I,I,I,I,I,I,I,I,I,I,I,I,O,O,O,B,I,I,I,I,O"
1,The principle of this approach is to decompose a recognition process into two passes where the first pass builds the words subset for the second pass recognition by using information retrieval procedure .,"O,O,O,O,B,O,O,O,O,B,I,O,O,B,O,O,B,I,O,O,B,I,O,O,B,I,I,O,O,B,I,I,O"
2,Word graph composition for continuous speech is presented .,"B,I,I,O,B,I,O,O,O"
3,With this approach a high performances for large vocabulary speech recognition can be obtained .,"O,O,B,O,O,O,O,B,I,I,I,O,O,O,O"
0,"Person re - identification is challenging due to the large variations of pose , illumination , occlusion and camera view .","B,I,I,I,O,O,O,O,O,O,O,O,B,O,B,O,B,O,B,I,O"
1,"Owing to these variations , the pedestrian data is distributed as highly - curved manifolds in the feature space , despite the current convolutional neural networks ( CNN ) 's capability of feature extraction .","O,O,O,O,O,O,B,I,O,O,O,B,I,I,I,O,O,B,I,O,O,O,O,B,I,I,I,I,I,O,O,O,B,I,O"
2,"However , the distribution is unknown , so it is difficult to use the geodesic distance when comparing two samples .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O"
3,"In practice , the current deep embedding methods use the Euclidean distance for the training and test .","O,O,O,O,O,B,I,I,O,O,B,I,O,O,O,O,O,O"
4,"On the other hand , the manifold learning methods suggest to use the Euclidean distance in the local range , combining with the graphical relationship between samples , for approximating the geodesic distance .","O,O,O,O,O,O,B,I,I,O,O,O,O,B,I,O,O,B,I,O,O,O,O,B,I,O,O,O,O,O,O,B,I,O"
5,"From this point of view , selecting suitable positive ( i.e.","O,O,O,O,O,O,O,O,O,O,O"
6,"intra - class ) training samples within a local range is critical for training the CNN embedding , especially when the data has large intra - class variations .","O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,B,I,O,O,O,O,B,O,O,B,I,I,I,O"
7,"In this paper , we propose a novel moderate positive sample mining method to train robust CNN for person re - identification , dealing with the problem of large variation .","O,O,O,O,O,O,O,O,B,I,I,I,I,O,O,B,I,O,B,I,I,I,O,O,O,O,O,O,O,O,O"
8,"In addition , we improve the learning by a metric weight constraint , so that the learned metric has a better generalization ability .","O,O,O,O,O,O,B,O,O,B,I,I,O,O,O,O,B,I,O,O,O,B,I,O"
9,"Experiments show that these two strategies are effective in learning robust deep metrics for person re - identification , and accordingly our deep model significantly outperforms the state - of - the - art methods on several benchmarks of person re - identification .","O,O,O,O,O,O,O,O,O,O,B,I,I,O,B,I,I,I,O,O,O,O,B,I,O,O,O,B,I,I,I,I,I,I,I,O,O,O,O,B,I,I,I,O"
10,"Therefore , the study presented in this paper may be useful in inspiring new designs of deep models for person re - identification .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,B,I,I,I,O"
0,We propose a unified variational formulation for joint motion estimation and segmentation with explicit occlusion handling .,"O,O,O,B,I,I,O,B,I,I,I,I,O,B,I,I,O"
1,"This is done by a multi - label representation of the flow field , where each label corresponds to a parametric representation of the motion .","O,O,O,O,O,B,I,I,I,I,I,I,I,O,O,O,O,O,O,O,B,I,I,I,I,O"
2,We use a convex formulation of the multi - label Potts model with label costs and show that the asymmetric map - uniqueness criterion can be integrated into our formulation by means of convex constraints .,"O,O,O,B,I,O,O,B,I,I,I,I,O,O,O,O,O,O,O,B,I,I,I,I,O,O,O,O,O,B,O,O,O,B,I,O"
3,Explicit occlusion handling eliminates errors otherwise created by the regularization .,"B,I,I,O,O,O,O,O,O,B,O"
4,"As occlusions can occur only at object boundaries , a large number of objects may be required .","O,B,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O"
5,By using a fast primal - dual algorithm we are able to handle several hundred motion segments .,"O,O,O,O,B,I,I,I,O,O,O,O,O,O,O,B,I,O"
6,Results are shown on several classical motion segmentation and optical flow examples .,"O,O,O,O,O,B,I,I,O,B,I,O,O"
0,This paper presents a corpus study that explores the extent to which captions contribute to recognizing the intended message of an information graphic .,"O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O"
1,"It then presents an implemented graphic interpretation system that takes into account a variety of communicative signals , and an evaluation study showing that evidence obtained from shallow processing of the graphic 's caption has a significant impact on the system 's success .","O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,B,I,O,O,B,I,I,O,O,O,O,O,O,B,O,O,O"
2,This work is part of a larger project whose goal is to provide sight - impaired users with effective access to information graphics .,"O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,O,O,O,O,B,I,O"
0,Learned confidence measures gain increasing importance for outlier removal and quality improvement in stereo vision .,"B,I,I,O,O,O,O,B,I,O,B,I,O,B,I,O"
1,"However , acquiring the necessary training data is typically a tedious and time consuming task that involves manual interaction , active sensing devices and/or synthetic scenes .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,B,I,O,B,I,I,O,B,I,O"
2,"To overcome this problem , we propose a new , flexible , and scalable way for generating training data that only requires a set of stereo images as input .","O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O"
3,The key idea of our approach is to use different view points for reasoning about contradictions and consistencies between multiple depth maps generated with the same stereo algorithm .,"O,O,O,O,O,B,O,O,O,O,B,I,O,O,O,O,O,O,O,B,I,I,O,O,O,O,B,I,O"
4,This enables us to generate a huge amount of training data in a fully automated manner .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
5,"Among other experiments , we demonstrate the potential of our approach by boosting the performance of three learned confidence measures on the KITTI2012 dataset by simply training them on a vast amount of automatically generated training data rather than a limited amount of laser ground truth data .","O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,B,I,I,O,O,B,I,O,O,O,B,O,O,O,O,O,B,I,I,I,O,O,O,O,O,O,B,I,I,I,O"
0,"The psycholinguistic literature provides evidence for syntactic priming , i.e.","O,B,I,O,O,O,B,I,O,O"
1,", the tendency to repeat structures .","O,O,O,O,O,O,O"
2,This paper describes a method for incorporating priming into an incremental probabilistic parser .,"O,O,O,O,B,O,O,B,O,O,B,I,I,O"
3,"Three models are compared , which involve priming of rules between sentences , within sentences , and within coordinate structures .","O,O,O,O,O,O,O,B,O,B,O,O,O,O,O,O,O,O,B,I,O"
4,"These models simulate the reading time advantage for parallel structures found in human data , and also yield a small increase in overall parsing accuracy .","O,O,O,O,O,O,O,O,B,I,O,O,B,I,O,O,O,O,O,O,O,O,O,B,I,O"
0,"Unification is often the appropriate method for expressing relations between representations in the form of feature structures ; however , there are circumstances in which a different approach is desirable .","B,O,O,O,O,B,O,O,B,I,I,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,B,O,O,O"
1,"A declarative formalism is presented which permits direct mappings of one feature structure into another , and illustrative examples are given of its application to areas of current interest .","O,B,I,O,O,O,O,B,I,I,I,I,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
0,The paper proposes and empirically motivates an integration of supervised learning with unsupervised learning to deal with human biases in summarization .,"O,O,O,O,O,O,O,O,O,B,I,O,B,I,O,O,O,B,I,I,I,O"
1,"In particular , we explore the use of probabilistic decision tree within the clustering framework to account for the variation as well as regularity in human created summaries .","O,O,O,O,O,O,O,O,B,I,I,O,O,B,I,O,O,O,O,O,O,O,O,O,O,B,I,I,O"
2,The corpus of human created extracts is created from a newspaper corpus and used as a test set .,"O,B,I,I,I,I,O,O,O,O,B,I,O,O,O,O,O,O,O"
3,We build probabilistic decision trees of different flavors and integrate each of them with the clustering framework .,"O,O,B,I,I,O,O,O,O,O,O,O,B,O,O,B,I,O"
4,Experiments with the corpus demonstrate that the mixture of the two paradigms generally gives a significant boost in performance compared to cases where either ofthe two is considered alone .,"O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
0,"We describe Yoopick , a combinatorial sports prediction market that implements a flexible betting language , and in turn facilitates fine - grained probabilistic estimation of outcomes .","O,O,B,O,O,B,I,I,I,O,O,O,B,I,I,O,O,O,O,O,B,I,I,I,I,I,I,O"
0,We propose a family of non - uniform sampling strategies to provably speed up a class of stochastic optimization algorithms with linear convergence including Stochastic Variance Reduced Gradient ( SVRG ) and Stochastic Dual Coordinate Ascent ( SDCA ) .,"O,O,O,O,O,B,I,I,I,I,O,O,O,O,O,O,O,B,I,I,O,B,I,O,B,I,I,I,I,I,I,O,B,I,I,I,I,I,I,O"
1,"For a large family of penalized empirical risk minimization problems , our methods exploit data dependent local smoothness of the loss functions near the optimum , while maintaining convergence guarantees .","O,O,O,O,O,B,I,I,I,I,O,O,B,O,B,I,I,I,O,O,B,I,O,O,B,O,O,O,B,I,O"
2,Our bounds are the first to quantify the advantage gained from local smoothness which are significant for some problems significantly better .,"O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O"
3,"Empirically , we provide thorough numerical results to back up our theory .","O,O,O,O,O,O,O,O,O,O,O,B,O"
4,"Additionally we present algorithms exploiting local smoothness in more aggressive ways , which perform even better in practice .","O,O,O,B,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O"
0,Boosting methods are known not to usually overfit training data even as the size of the generated classifiers becomes large .,"B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O"
1,Schapire et al .,"O,O,O,O"
2,attempted to explain this phenomenon in terms of the margins the classifier achieves on training examples .,"O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O"
3,"Later , however , Breiman cast serious doubt on this explanation by introducing a boosting algorithm , arc - gv , that can generate a higher margins distribution than AdaBoost and yet performs worse .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,B,I,I,O,O,O,O,O,O,B,I,O,B,O,O,O,O,O"
4,"In this paper , we take a close look at Breiman 's compelling but puzzling results .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
5,"Although we can reproduce his main finding , we find that the poorer performance of arc - gv can be explained by the increased complexity of the base classifiers it uses , an explanation supported by our experiments and entirely consistent with the margins theory .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,B,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O"
6,"Thus , we find maximizing the margins is desirable , but not necessarily at the expense of other factors , especially base - classifier complexity .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,O"
0,This paper proposes a novel method of building polarity - tagged corpus from HTML documents .,"O,O,O,O,O,B,O,B,I,I,I,I,O,B,I,O"
