27257836|t|Efficacy of a coaxial system with a compliant balloon catheter for navigation of the Penumbra reperfusion catheter in tortuous arteries: technique and case experience
27257836|a|OBJECTIVE The authors describe a method by which they easily and atraumatically navigate a large-bore reperfusion catheter of the Penumbra system to an embolus by using a coaxial system with a compliant balloon catheter in patients with tortuous arteries. METHODS A retrospective review of the prospective endovascular database was performed to identify cases in which a coaxial system with a compliant balloon catheter (Scepter C, MicroVention / Terumo; or TransForm C, Stryker Neurovascular) and a large-bore reperfusion catheter of the Penumbra system (Penumbra, Inc.) was used. The authors achieved a stable guiding sheath position and delivered the coaxial system with a compliant balloon catheter and a large-bore reperfusion catheter. Then, the balloon was inflated somewhat when the distal tip of the balloon was slightly advanced from the tip of the reperfusion catheter, and together the coaxial system was advanced to an embolus over a 0.014-in guidewire, even around the corner. When the distal tip of the balloon catheter reached the embolus, the authors deflated the balloon and navigated the large-bore reperfusion catheter to the embolus. Finally, the aspiration of the embolus with the Penumbra MAX pump was begun. RESULTS Between May 2014 and September 2015, the authors used this technique in 17 cases: 16 cases of middle cerebral artery occlusion (including 5 cases of internal carotid artery occlusion) and 1 case of basilar artery occlusion (age range 36-88 years, mean age 74.7 years, 13 men). For the reperfusion catheter of the Penumbra system, the 5MAX ACE was used in 15 cases, and the 5MAX was used in 2 cases. As a compliant balloon catheter, the Scepter C was used in 16 cases, and the TransForm C was used in 1 case. The technique was successful in 16 cases (94.1%). No parent artery dissections were noted in any cases. Catheter -induced vasospasm was noted in 1 case, but the vasospasm was transient. CONCLUSIONS A coaxial system with a compliant balloon catheter can help safely and easily to navigate the large-bore reperfusion catheter of the Penumbra system to an embolus in patients with tortuous arteries.
27257836	0	8	Efficacy	T080	C1280519
27257836	1720	1735	Penumbra system	T074	C0025080
27257836	1741	1749	5MAX ACE	T074	C0025080
27257836	1765	1770	cases	T169	C0868928
27257836	1780	1784	5MAX	T074	C0025080
27257836	1799	1804	cases	T169	C0868928
27257836	1811	1820	compliant	T080	C0566588
27257836	1821	1837	balloon catheter	T074	C0179734
27257836	1843	1852	Scepter C	T074	C0025080
27257836	1868	1873	cases	T169	C0868928
27257836	1883	1894	TransForm C	T074	C0025080
27257836	1909	1913	case	T169	C0868928
27257836	1919	1928	technique	T169	C0449851
27257836	1933	1943	successful	T080	C1272703
27257836	1950	1955	cases	T169	C0868928
27257836	1965	1967	No	T169	C0332197
27257836	1968	1974	parent	T099	C0030551
27257836	1975	1993	artery dissections	T047	C0002949
27257836	1999	2004	noted	T080	C4288581
27257836	2012	2017	cases	T169	C0868928
27257836	2019	2027	Catheter	T074	C0085590
27257836	2037	2046	vasospasm	T046	C0085616
27257836	2051	2056	noted	T080	C4288581
27257836	2062	2066	case	T169	C0868928
27257836	2076	2085	vasospasm	T046	C0085616
27257836	2090	2099	transient	T079	C0205374
27257836	2101	2112	CONCLUSIONS	T078	C1707478
27257836	2137	2146	compliant	T080	C0566588
27257836	2147	2163	balloon catheter	T074	C0179734
27257836	2184	2190	easily	T033	C0332219
27257836	2194	2202	navigate	T052	C2827562
27257836	2207	2217	large-bore	T074	C1275738
27257836	2218	2229	reperfusion	T038	C0684253
27257836	2230	2238	catheter	T074	C0085590
27257836	2246	2261	Penumbra system	T074	C0025080
27257836	2268	2275	embolus	T033	C1704212
27257836	2279	2287	patients	T101	C0030705
27257836	2293	2310	tortuous arteries	T033	C1836791
