28324211|t|GEORG-SCHMORL-PRIZE OF THE GERMAN SPINE SOCIETY (DWG) 2016: Comparison of in vitro osteogenic potential of iliac crest and degenerative facet joint bone autografts for intervertebral fusion in lumbar spinal stenosis
28324211|a|The promotion of spinal fusion using bone autografts is largely mediated by the osteoinductive potential of progenitors / mesenchymal stem cells (MSC) that reside in the marrow spaces of cancellous bone. Iliac crest is the common autograft donor site, but its use presents an increased risk for donor site pain, morbidity and infection. Degenerative bone samples harvested during facetectomy might provide an alternative viable source of osteoinductive autografts. In this study, we conducted an intra-individual comparison of the osteogenic potential of isolated low passage MSC from both sources. Iliac crest and degenerative facet joints were harvested from eight consecutive patients undergoing transforaminal lumbar interspinal fusion due to lumbar spinal stenosis. MSC were isolated by collagenase digestion, selected by plastic adherence and minimally expanded for downstream assays. Clonogenic and osteogenic potential was evaluated by colony formation assays in control and osteogenic culture medium. Osteogenic properties, including alkaline phosphatase (ALP) induction, matrix mineralization and type I collagen mRNA and protein expression were characterized using quantitative histochemical staining and reverse transcription PCR. Spontaneous adipogenesis was analysed by adipocyte enumeration and gene expression analysis of adipogenic markers. Average colony-forming efficiency in osteogenic medium was equal between iliac crest (38 ± 12%) and facet joint (36 ± 11%). Osteogenic potential at the clonal level was 55 ± 26 and 68 ± 17% for iliac crest and facet joint MSC, respectively. Clonogenic and osteogenic potential were significantly negatively associated with donor age. Osteogenic differentiation led to significant induction of ALP activity in iliac crest (sixfold) and facet joint (eightfold) MSC. Matrix mineralization quantified by Alizarin red staining was increased by osteogenic differentiation, yet similar between both MSC sources. Protein expression of type I collagen was enhanced during osteogenesis and significantly greater in iliac crest MSC. Correspondingly, COL1A2 mRNA expression was higher in osteogenically differentiated MSC from iliac crest. Adipocyte numbers showed significant differences between iliac crest (63 ± 60) and facet joint (18 ± 15) MSC under osteogenic conditions. Negative (GREM1) and positive (FABP4) adipogenic markers were not differentially expressed between sources. MSC from iliac crest and degenerative facet joints largely display similar clonogenic and osteogenic properties in vitro. Differences at the molecular level are not likely to impair the osteoinductive capacity of facet joint MSC. Bone autografts from facetectomy would be viable alternatives as bone autografts for intervertebral spinal fusion in lumbar spinal stenosis.
28324211	0	19	GEORG-SCHMORL-PRIZE	T073	C0080049
28324211	1226	1236	Osteogenic	T042	C0029433
28324211	1237	1247	properties	T080	C0871161
28324211	1259	1279	alkaline phosphatase	T116,T126	C0002059
28324211	1281	1284	ALP	T116,T126	C0002059
28324211	1286	1295	induction	T169	C0205263
28324211	1297	1303	matrix	T024	C0005962
28324211	1304	1318	mineralization	T042	C1533591
28324211	1323	1343	type I collagen mRNA	T114,T123	C0035696
28324211	1348	1366	protein expression	T045	C1171362
28324211	1392	1404	quantitative	T081	C0392762
28324211	1405	1427	histochemical staining	T059	C0487602
28324211	1432	1457	reverse transcription PCR	T063	C0599161
28324211	1471	1483	adipogenesis	T044	C0596843
28324211	1500	1509	adipocyte	T025	C0206131
28324211	1510	1521	enumeration	T080	C1707927
28324211	1526	1550	gene expression analysis	T063	C1880945
28324211	1554	1564	adipogenic	T044	C0596843
28324211	1565	1572	markers	T201	C0005516
28324211	1582	1607	colony-forming efficiency	T081	C0013682
28324211	1611	1621	osteogenic	T042	C0029433
28324211	1622	1628	medium	T130	C0010454
28324211	1647	1658	iliac crest	T023	C0223651
28324211	1674	1685	facet joint	T030	C0224521
28324211	1698	1708	Osteogenic	T042	C0029433
28324211	1709	1718	potential	T080	C3245505
28324211	1726	1732	clonal	T024	C1522642
28324211	1733	1738	level	T080	C0441889
28324211	1768	1779	iliac crest	T023	C0223651
28324211	1784	1795	facet joint	T030	C0224521
28324211	1796	1799	MSC	T025	C1257975
28324211	1815	1825	Clonogenic	T080	C0205556
28324211	1830	1840	osteogenic	T042	C0029433
28324211	1841	1850	potential	T080	C3245505
28324211	1897	1902	donor	T098	C0013018
28324211	1903	1906	age	T032	C0001779
28324211	1908	1934	Osteogenic differentiation	T042	C0029433
28324211	1967	1979	ALP activity	T044	C1149888
28324211	1983	1994	iliac crest	T023	C0223651
28324211	2009	2020	facet joint	T030	C0224521
28324211	2033	2036	MSC	T025	C1257975
28324211	2038	2044	Matrix	T024	C0005962
28324211	2045	2059	mineralization	T042	C1533591
28324211	2074	2086	Alizarin red	T109,T130	C0051163
28324211	2087	2095	staining	T059	C0487602
28324211	2100	2109	increased	T081	C0205217
28324211	2113	2139	osteogenic differentiation	T042	C0029433
28324211	2166	2169	MSC	T025	C1257975
28324211	2179	2197	Protein expression	T045	C1171362
28324211	2201	2216	type I collagen	T116,T123	C0041455
28324211	2237	2249	osteogenesis	T042	C0029433
28324211	2279	2290	iliac crest	T023	C0223651
28324211	2291	2294	MSC	T025	C1257975
28324211	2313	2324	COL1A2 mRNA	T114,T123	C0035696
28324211	2325	2335	expression	T045	C1515670
28324211	2350	2379	osteogenically differentiated	T042	C0029433
28324211	2380	2383	MSC	T025	C1257975
28324211	2389	2400	iliac crest	T023	C0223651
28324211	2402	2411	Adipocyte	T025	C0206131
28324211	2412	2419	numbers	T081	C0237753
28324211	2459	2470	iliac crest	T023	C0223651
28324211	2485	2496	facet joint	T030	C0224521
28324211	2507	2510	MSC	T025	C1257975
28324211	2517	2527	osteogenic	T042	C0029433
28324211	2540	2548	Negative	T033	C0205160
28324211	2550	2555	GREM1	T116,T123	C1438932
28324211	2561	2569	positive	T033	C1446409
28324211	2571	2576	FABP4	T116,T123	C1312689
28324211	2578	2588	adipogenic	T044	C0596843
28324211	2589	2596	markers	T201	C0005516
28324211	2648	2651	MSC	T025	C1257975
28324211	2657	2668	iliac crest	T023	C0223651
28324211	2673	2685	degenerative	T169	C1880269
28324211	2686	2698	facet joints	T030	C0224521
28324211	2723	2733	clonogenic	T080	C0205556
28324211	2738	2748	osteogenic	T042	C0029433
28324211	2760	2768	in vitro	T080	C1533691
28324211	2770	2781	Differences	T080	C1705242
28324211	2789	2798	molecular	T080	C1521991
28324211	2799	2804	level	T080	C0441889
28324211	2823	2829	impair	T081	C0547047
28324211	2834	2848	osteoinductive	T042	C0029433
28324211	2849	2857	capacity	T080	C3245505
28324211	2861	2872	facet joint	T030	C0224521
28324211	2873	2876	MSC	T025	C1257975
28324211	2878	2893	Bone autografts	T061	C0440800
28324211	2899	2910	facetectomy	T061	C0546528
28324211	2943	2958	bone autografts	T061	C0440800
28324211	2963	2977	intervertebral	T029	C0442106
28324211	2978	2991	spinal fusion	T061	C0037935
28324211	2995	3017	lumbar spinal stenosis	T047	C0158288
