28192718|t|Quantitative determination of five metabolites of aspirin by UHPLC-MS / MS coupled with enzymatic reaction and its application to evaluate the effects of aspirin dosage on the metabolic profile
28192718|a|Acetylsalicylic acid (Aspirin, ASA) is a famous drug for cardiovascular diseases in recent years. Effects of ASA dosage on the metabolic profile have not been fully understood. The purpose of our study is to establish a rapid and reliable method to quantify ASA metabolites in biological matrices, especially for glucuronide metabolites whose standards are not commercially available. Then we applied this method to evaluate the effects of ASA dosage on the metabolic and excretion profile of ASA metabolites in rat urine. Salicylic acid (SA), gentisic acid (GA) and salicyluric acid (SUA) were determined directly by UHPLC-MS / MS, while salicyl phenolic glucuronide (SAPG) and salicyluric acid phenolic glucuronide (SUAPG) were quantified indirectly by measuring the released SA and SUA from SAPG and SUAPG after β-glucuronidase digestion. SUA and SUAPG were the major metabolites of ASA in rat urine 24 h after ASA administration, which accounted for 50% (SUA) and 26% (SUAPG). When ASA dosage was increased, the contributions dropped to 32% and 18%, respectively. The excretion of other three metabolites (GA, SA and SAPG) however showed remarkable increases by 16%, 6% and 4%, respectively. In addition, SUA and SUAPG were mainly excreted in the time period of 12-24 h, while GA was excreted in the earlier time periods (0-4 h and 4-8 h). SA was mainly excreted in the time period of 0-4 h and 12-24 h. And the excretion of SAPG was equally distributed in the four time periods. We went further to show that the excretion of five metabolites in rat urine was delayed when ASA dosage was increased. In conclusion, we have developed a rapid and sensitive method to determine the five ASA metabolites (SA, GA, SUA, SAPG and SUAPG) in rat urine. We showed that ASA dosage could significantly influence the metabolic and excretion profile of ASA metabolites in rat urine.
28192718	0	12	Quantitative	T081	C0392762
28192718	1429	1437	excreted	T039	C0221102
28192718	1445	1456	time period	T079	C1948053
28192718	1466	1467	h	T079	C0439227
28192718	1475	1477	GA	T109,T121	C0045555
28192718	1482	1490	excreted	T039	C0221102
28192718	1506	1518	time periods	T079	C1948053
28192718	1524	1525	h	T079	C0439227
28192718	1534	1535	h	T079	C0439227
28192718	1538	1540	SA	T109,T121	C0036079
28192718	1552	1560	excreted	T039	C0221102
28192718	1568	1579	time period	T079	C1948053
28192718	1587	1588	h	T079	C0439227
28192718	1599	1600	h	T079	C0439227
28192718	1610	1619	excretion	T039	C0221102
28192718	1623	1627	SAPG	T109	C0044622
28192718	1664	1676	time periods	T079	C1948053
28192718	1711	1720	excretion	T039	C0221102
28192718	1729	1740	metabolites	T123	C0870883
28192718	1744	1747	rat	T015	C0034721
28192718	1748	1753	urine	T031	C0042036
28192718	1771	1774	ASA	T109,T121	C0004057
28192718	1775	1781	dosage	T081	C0178602
28192718	1786	1795	increased	T081	C0205217
28192718	1832	1837	rapid	T080	C0456962
28192718	1842	1851	sensitive	T169	C0205342
28192718	1852	1858	method	T059	C0022885
28192718	1881	1884	ASA	T109,T121	C0004057
28192718	1885	1896	metabolites	T123	C0870883
28192718	1898	1900	SA	T109,T121	C0036079
28192718	1902	1904	GA	T109,T121	C0045555
28192718	1906	1909	SUA	T109	C0073984
28192718	1911	1915	SAPG	T109	C0044622
28192718	1920	1925	SUAPG	T109	C0752086
28192718	1930	1933	rat	T015	C0034721
28192718	1934	1939	urine	T031	C0042036
28192718	1956	1959	ASA	T109,T121	C0004057
28192718	1960	1966	dosage	T081	C0178602
28192718	1987	1996	influence	T077	C4054723
28192718	2001	2010	metabolic	T039	C3853758
28192718	2015	2024	excretion	T039	C0221102
28192718	2025	2032	profile	T081	C0237801
28192718	2036	2039	ASA	T109,T121	C0004057
28192718	2040	2051	metabolites	T123	C0870883
28192718	2055	2058	rat	T015	C0034721
28192718	2059	2064	urine	T031	C0042036
