28457994|t|Increase in acid sphingomyelinase level in human retinal endothelial cells and CD34(+) circulating angiogenic cells isolated from diabetic individuals is associated with dysfunctional retinal vasculature and vascular repair process in diabetes
28457994|a|Diabetic retinopathy is a microvascular disease that results from retinal vascular degeneration and defective repair due to diabetes - induced endothelial progenitor dysfunction. Understanding key molecular factors involved in vascular degeneration and repair is paramount for developing effective diabetic retinopathy treatment strategies. We propose that diabetes - induced activation of acid sphingomyelinase (ASM) plays essential role in retinal endothelial and CD34(+) circulating angiogenic cell (CAC) dysfunction in diabetes. Human retinal endothelial cells (HRECs) isolated from control and diabetic donor tissue and human CD34(+) CACs from control and diabetic patients were used in this study. ASM messenger RNA and protein expression were assessed by quantitative polymerase chain reaction and enzyme-linked immunosorbent assay, respectively. To evaluate the effect of diabetes - induced ASM on HRECs and CD34(+) CACs function, tube formation, CAC incorporation into endothelial tubes, and diurnal release of CD34(+) CACs in diabetic individuals were determined. ASM expression level was significantly increased in HRECs isolated from diabetic compared with control donor tissue, as well as CD34(+) CACs and plasma of diabetic patients. A significant decrease in tube area was observed in HRECs from diabetic donors compared with control HRECs. The tube formation deficiency was associated with increased expression of ASM in diabetic HRECs. Moreover, diabetic CD34(+) CACs with high ASM showed defective incorporation into endothelial tubes. Diurnal release of CD34(+) CACs was disrupted with the rhythmicity lost in diabetic patients. Collectively, these findings support that diabetes - induced ASM upregulation has a marked detrimental effect on both retinal endothelial cells and CACs.
28457994	0	8	Increase	T169	C0442805
28457994	1446	1458	CD34(+) CACs	T025	C0882849
28457994	1463	1469	plasma	T031	C0032105
28457994	1473	1481	diabetic	T047	C0011847
28457994	1482	1490	patients	T101	C0030705
28457994	1506	1514	decrease	T081	C0547047
28457994	1544	1549	HRECs	T025	C0225336
28457994	1555	1563	diabetic	T047	C0011847
28457994	1564	1570	donors	T098	C0013018
28457994	1593	1598	HRECs	T025	C0225336
28457994	1604	1618	tube formation	T042	C2752214
28457994	1619	1629	deficiency	T169	C0011155
28457994	1634	1649	associated with	T080	C0332281
28457994	1650	1659	increased	T081	C0205217
28457994	1660	1670	expression	T045	C1171362
28457994	1674	1677	ASM	T116,T126	C0599122
28457994	1681	1689	diabetic	T047	C0011847
28457994	1690	1695	HRECs	T025	C0225336
28457994	1707	1715	diabetic	T047	C0011847
28457994	1716	1728	CD34(+) CACs	T025	C0882849
28457994	1739	1742	ASM	T116,T126	C0599122
28457994	1750	1759	defective	T169	C0332452
28457994	1760	1773	incorporation	T169	C0243126
28457994	1779	1796	endothelial tubes	T024	C0014257
28457994	1798	1805	Diurnal	T079	C0332173
28457994	1806	1813	release	T169	C0391871
28457994	1817	1829	CD34(+) CACs	T025	C0882849
28457994	1853	1864	rhythmicity	T079	C0031084
28457994	1865	1869	lost	T169	C0745777
28457994	1873	1881	diabetic	T047	C0011847
28457994	1882	1890	patients	T101	C0030705
28457994	1934	1942	diabetes	T047	C0011847
28457994	1945	1952	induced	T169	C0205263
28457994	1953	1956	ASM	T028	C1420259
28457994	1957	1969	upregulation	T044	C0041904
28457994	2010	2017	retinal	T023	C0035298
28457994	2018	2035	endothelial cells	T025	C0225336
28457994	2040	2044	CACs	T025	C0882849
