28115057|t|Optogenetic Demonstration of Functional Innervation of Mouse Colon by Neurons Derived From Transplanted Neural Cells
28115057|a|Cell therapy offers the potential to treat gastrointestinal motility disorders caused by diseased or absent enteric neurons. We examined whether neurons generated from transplanted enteric neural cells provide a functional innervation of bowel smooth muscle in mice. Enteric neural cells expressing the light-sensitive ion channel, channelrhodopsin, were isolated from the fetal or postnatal mouse bowel and transplanted into the distal colon of 3- to 4- week -old wild-type recipient mice. Intracellular electrophysiological recordings of responses to light stimulation of the transplanted cells were made from colonic smooth muscle cells in recipient mice. Electrical stimulation of endogenous enteric neurons was used as a control. The axons of graft -derived neurons formed a plexus in the circular muscle layer. Selective stimulation of graft -derived cells by light resulted in excitatory and inhibitory junction potentials, the electrical events underlying contraction and relaxation, respectively, in colonic muscle cells. Graft -derived excitatory and inhibitory motor neurons released the same neurotransmitters as endogenous motor neurons - acetylcholine and a combination of adenosine triphosphate and nitric oxide, respectively. Graft -derived neurons also included interneurons that provided synaptic inputs to motor neurons, but the pharmacologic properties of interneurons varied with the age of the donors from which enteric neural cells were obtained. Enteric neural cells transplanted into the bowel give rise to multiple functional types of neurons that integrate and provide a functional innervation of the smooth muscle of the bowel wall. Circuits composed of both motor neurons and interneurons were established, but the age at which cells are isolated influences the neurotransmitter phenotype of interneurons that are generated.
28115057	0	11	Optogenetic	T063	C3494301
28115057	1052	1062	electrical	T169	C0442828
28115057	1063	1069	events	T051	C0441471
28115057	1081	1092	contraction	T039	C0026820
28115057	1097	1107	relaxation	T042	C0026836
28115057	1126	1133	colonic	T023	C0009368
28115057	1134	1146	muscle cells	T025	C1135918
28115057	1148	1153	Graft	T024	C0332835
28115057	1163	1173	excitatory	T025	C0026609
28115057	1178	1202	inhibitory motor neurons	T025	C0026609
28115057	1221	1238	neurotransmitters	T123	C0027908
28115057	1242	1252	endogenous	T169	C0205227
28115057	1253	1266	motor neurons	T025	C0026609
28115057	1269	1282	acetylcholine	T109,T121,T123	C0001041
28115057	1304	1326	adenosine triphosphate	T114,T121,T123	C0001480
28115057	1331	1343	nitric oxide	T121,T123,T197	C0028128
28115057	1359	1364	Graft	T024	C0332835
28115057	1374	1381	neurons	T025	C0027882
28115057	1396	1408	interneurons	T025	C0021792
28115057	1448	1455	neurons	T025	C0027882
28115057	1465	1489	pharmacologic properties	T080	C0871161
28115057	1493	1505	interneurons	T025	C0021792
28115057	1522	1525	age	T032	C0001779
28115057	1533	1539	donors	T098	C0013018
28115057	1551	1558	enteric	T082	C1304890
28115057	1559	1571	neural cells	T025	C0027882
28115057	1587	1594	Enteric	T082	C1304890
28115057	1595	1607	neural cells	T025	C0027882
28115057	1608	1620	transplanted	T169	C0700106
28115057	1630	1635	bowel	T023	C0021853
28115057	1649	1657	multiple	T081	C0439064
28115057	1658	1668	functional	T169	C0205245
28115057	1669	1674	types	T080	C0332307
28115057	1678	1685	neurons	T025	C0027882
28115057	1715	1725	functional	T169	C0205245
28115057	1726	1737	innervation	T042	C0021516
28115057	1745	1758	smooth muscle	T024	C1267092
28115057	1766	1776	bowel wall	T023	C1283694
28115057	1778	1786	Circuits	UnknownType	C0814033
28115057	1804	1817	motor neurons	T025	C0026609
28115057	1822	1834	interneurons	T025	C0021792
28115057	1861	1864	age	T032	C0001779
28115057	1874	1879	cells	T025	C0027882
28115057	1908	1924	neurotransmitter	T123	C0027908
28115057	1925	1934	phenotype	T032	C0031437
28115057	1938	1950	interneurons	T025	C0021792
