27831503|t|A randomized trial of TLR-2 agonist CADI-05 targeting desmocollin-3 for advanced non-small-cell lung cancer
27831503|a|Randomized controlled trial to evaluate synergy between taxane plus platinum chemotherapy and CADI-05, a Toll like receptor-2 agonist targeting desmocollin-3 as a first-line therapy in advanced non-small-cell lung cancer (NSCLC). Patients with advanced NSCLC (stage IIIB or IV) were randomized to cisplatin-paclitaxel (chemotherapy group, N = 112) or cisplatin-paclitaxel plus CADI-05 (chemoimmunotherapy group, N = 109). CADI-05 was administered a week before chemotherapy and on days 8 and 15 of each cycle and every month subsequently for 12 months or disease progression. Overall survival was compared using a log-rank test. Computed tomography was carried out at baseline, end of two cycles and four cycles. Response rate was evaluated using Response Evaluation Criteria in Solid Tumors criteria by an independent radiologist. As per intention-to-treat analysis, no survival benefit was observed between two groups [208 versus 196 days; hazard ratio, 0.86; 95% confidence interval (CI) 0.63-1.19; P = 0.3804]. In a subgroup analysis, improvement in median survival by 127 days was observed in squamous NSCC with chemoimmunotherapy (hazard ratio, 0.55; 95% CI 0.32-0.95; P = 0.046). In patients receiving planned four cycles of chemotherapy, there was improved median overall survival by 66 days (299 versus 233 days; hazard ratio, 0.64; 95% CI 0.41 to 0.98; P = 0.04) in the chemoimmunotherapy group compared with the chemotherapy group. This was associated with the improved survival by 17.48% at the end of 1 year, in the chemoimmunotherapy group. Systemic adverse events were identical in both the group s. There was no survival benefit with the addition of CADI-05 to the combination of cisplatin-paclitaxel in patients with advanced NSCLC; however, the squamous cell subset did demonstrate a survival advantage.
27831503	2	18	randomized trial	T062,T170	C0206034
27831503	611	616	cycle	T061	C1302181
27831503	627	632	month	T079	C0439231
27831503	653	659	months	T079	C0439231
27831503	663	682	disease progression	T046	C0242656
27831503	684	700	Overall survival	T081	C4086681
27831503	722	735	log-rank test	T170	C0392366
27831503	737	756	Computed tomography	T060	C0040405
27831503	776	784	baseline	T081	C1442488
27831503	797	803	cycles	T061	C1302181
27831503	813	819	cycles	T061	C1302181
27831503	821	834	Response rate	T079	C0237629
27831503	839	848	evaluated	T058	C0220825
27831503	855	899	Response Evaluation Criteria in Solid Tumors	T170	C1709926
27831503	900	908	criteria	T078	C0243161
27831503	915	938	independent radiologist	T097	C0260194
27831503	947	974	intention-to-treat analysis	T062	C2718028
27831503	979	987	survival	T052	C0038952
27831503	988	995	benefit	T081	C0814225
27831503	1021	1027	groups	T078	C0441833
27831503	1044	1048	days	T079	C0439228
27831503	1050	1062	hazard ratio	T081	C2985465
27831503	1074	1093	confidence interval	T081	C0009667
27831503	1128	1145	subgroup analysis	T062	C0936012
27831503	1147	1158	improvement	T077	C2986411
27831503	1162	1177	median survival	T079	C2986586
27831503	1185	1189	days	T079	C0439228
27831503	1206	1219	squamous NSCC	T191	C0027671
27831503	1225	1243	chemoimmunotherapy	T061	C2986423
27831503	1245	1257	hazard ratio	T081	C2985465
27831503	1298	1306	patients	T101	C0030705
27831503	1330	1336	cycles	T061	C1302181
27831503	1340	1352	chemotherapy	T061	C3665472
27831503	1364	1372	improved	T077	C2986411
27831503	1373	1379	median	T081	C0444504
27831503	1380	1396	overall survival	T081	C4086681
27831503	1403	1407	days	T079	C0439228
27831503	1424	1428	days	T079	C0439228
27831503	1430	1442	hazard ratio	T081	C2985465
27831503	1488	1506	chemoimmunotherapy	T061	C2986423
27831503	1507	1512	group	T078	C0441833
27831503	1531	1543	chemotherapy	T061	C3665472
27831503	1544	1549	group	T078	C0441833
27831503	1560	1575	associated with	T080	C0332281
27831503	1580	1588	improved	T077	C2986411
27831503	1589	1597	survival	T052	C0038952
27831503	1624	1628	year	T079	C0439234
27831503	1637	1655	chemoimmunotherapy	T061	C2986423
27831503	1656	1661	group	T078	C0441833
27831503	1663	1686	Systemic adverse events	T046	C0877248
27831503	1692	1701	identical	T080	C0205280
27831503	1714	1719	group	T078	C0441833
27831503	1736	1744	survival	T052	C0038952
27831503	1745	1752	benefit	T081	C0814225
27831503	1762	1770	addition	T169	C1883712
27831503	1774	1781	CADI-05	T109,T121	C2703083
27831503	1789	1800	combination	T080	C0205195
27831503	1804	1824	cisplatin-paclitaxel	T061	C0280455
27831503	1828	1836	patients	T101	C0030705
27831503	1842	1850	advanced	T080	C0205179
27831503	1851	1856	NSCLC	T191	C0007131
27831503	1871	1891	squamous cell subset	T025	C0221910
27831503	1910	1918	survival	T052	C0038952
