28286688|t|Beneficial Effects on Pregnancy Outcomes of Thyroid Hormone Replacement for Subclinical Hypothyroidism
28286688|a|Background. Hypothyroidism and raised thyroid antibody levels have been associated with adverse obstetrical outcomes. Several studies have investigated causal associations, but results have been inconsistent and few studies have reported the effects of thyroxine replacement therapy on pregnancy outcomes in hypothyroid patients. Objective. The primary study objective was to determine the outcome of pregnancies in women diagnosed with overt and subclinical hypothyroidism (SCH) (serum TSH > 2.5 mIU/L) and those with elevated circulating thyroid autoantibody levels in the first trimester of pregnancy and after the institution of appropriate thyroxine replacement therapy to maintain the serum TSH ≤ 2.5 mIU/L. Study Design. This prospective observational study was undertaken between 2013 and 2016. Blood samples were taken from 1025 women at presentation for thyroid stimulating hormone (TSH), anti-thyroglobulin antibodies (TGAb), and thyroid peroxidase antibodies (TPOAb). Those with a TSH > 2.5 mIU/L were treated with thyroxine and managed appropriately to ensure that the TSH was maintained ≤2.5 mIU/L. Outcomes in these patients were compared to those in euthyroid patients. Maternal antenatal complications and perinatal outcomes were recorded. Results. There were a total of 1025 patients of whom 382 (37.5%) were nulliparous. 10.1% had a TSH level > 2.5 mIU/L and 18.2% had at least one raised thyroid antibody level. No differences in adverse outcomes of pregnancy were evident in women treated for SCH or overt hypothyroidism compared to the euthyroid group. There was also no association between raised thyroid antibodies and adverse pregnancy outcomes in either group. Conclusion. There were no adverse outcomes of pregnancy found in pregnant women who had been diagnosed and treated with thyroxine for SCH at the time of presentation when compared to euthyroid patients. There was also no relationship with thyroid antibodies and adverse pregnancy outcomes in the two groups. It is not possible to unequivocally advocate for thyroxine replacement in pregnant women with subclinical and overt hypothyroidism until large scale randomized controlled trials are performed.
28286688	0	18	Beneficial Effects	T081	C0814225
28286688	1504	1510	raised	T080	C0442818
28286688	1511	1527	thyroid antibody	T116,T129	C0700384
28286688	1528	1533	level	T080	C0441889
28286688	1553	1560	adverse	T046	C0559546
28286688	1561	1582	outcomes of pregnancy	T033	C0032972
28286688	1599	1604	women	T098	C0043210
28286688	1605	1612	treated	T169	C1522326
28286688	1617	1620	SCH	T047	C0271790
28286688	1624	1629	overt	T078	C0750489
28286688	1630	1644	hypothyroidism	T047	C0020676
28286688	1661	1670	euthyroid	T033	C0117002
28286688	1671	1676	group	T098	C1257890
28286688	1716	1722	raised	T080	C0442818
28286688	1723	1741	thyroid antibodies	T116,T129	C0700384
28286688	1746	1753	adverse	T046	C0559546
28286688	1754	1772	pregnancy outcomes	T033	C0032972
28286688	1783	1788	group	T098	C1257890
28286688	1816	1823	adverse	T046	C0559546
28286688	1824	1845	outcomes of pregnancy	T033	C0032972
28286688	1855	1869	pregnant women	T098	C0033011
28286688	1883	1892	diagnosed	T033	C0011900
28286688	1897	1909	treated with	T061	C0332293
28286688	1910	1919	thyroxine	T116,T121,T125	C0040165
28286688	1924	1927	SCH	T047	C0271790
28286688	1973	1982	euthyroid	T033	C0117002
28286688	1983	1991	patients	T101	C0030705
28286688	2029	2047	thyroid antibodies	T116,T129	C0700384
28286688	2052	2059	adverse	T046	C0559546
28286688	2060	2078	pregnancy outcomes	T033	C0032972
28286688	2090	2096	groups	T098	C1257890
28286688	2147	2156	thyroxine	T116,T121,T125	C0040165
28286688	2157	2168	replacement	T169	C0559956
28286688	2172	2186	pregnant women	T098	C0033011
28286688	2192	2203	subclinical	T080	C0205211
28286688	2208	2213	overt	T078	C0750489
28286688	2214	2228	hypothyroidism	T047	C0020676
28286688	2247	2275	randomized controlled trials	T062	C0206035
