27435835|t|An HIV - tailored quit - smoking counselling pilot intervention targeting depressive symptoms plus Nicotine Replacement Therapy
27435835|a|Cardiovascular disease (CVD) rates among people living with HIV/AIDS (PHAs) are high. Rates of cigarette smoking, a leading contributor to CVD among PHAs, are 40-70% (2-3 times higher than the general population). Furthermore, PHAs have high rates of depression (40-60%), a risk factor for smoking cessation relapse. The current pilot study examined the effectiveness of a specifically tailored 5- session smoking cessation counselling programme for PHAs, which addressed depression, in combination with Nicotine Replacement Therapy (NRT) in a cohort of PHA smokers (n = 50). At 6- month follow-up, 28% of participants demonstrated biochemically verified abstinence from smoking. This result compares favourably to other quit - smoking intervention studies, particularly given the high percentage of HIV+ smokers with depression. At study baseline, 52% of HIV+ smokers scored above the clinical cut-off for depression on the Centre for Epidemiological Studies - Depression (CES-D) scale. HIV+ smokers with depression at study baseline demonstrated quantitatively lower depression at 6- month follow-up with a large effect size (d = 1), though it did not reach statistical significance (p = .058). Furthermore, those with depression were no more likely to relapse than those without depression (p = .33), suggesting that our counselling programme adequately addressed this significant barrier to smoking cessation among PHAs. Our pilot study indicates the importance of tailored programmes to help PHAs quit smoking, the significance of addressing depressive symptoms, and the need for tailored counselling programmes to enhance quit rates among PHAs.
27435835	3	6	HIV	T005	C0019682
27435835	469	477	examined	T033	C0332128
27435835	482	495	effectiveness	T080	C1280519
27435835	514	522	tailored	T058	C2986593
27435835	526	533	session	T051	C1883016
27435835	534	541	smoking	T055	C0037369
27435835	542	551	cessation	T052	C1880019
27435835	552	573	counselling programme	T058	C0010210
27435835	578	582	PHAs	T101	C2963182
27435835	600	610	depression	T048	C0011570
27435835	632	660	Nicotine Replacement Therapy	T061	C1278444
27435835	662	665	NRT	T061	C1278444
27435835	672	678	cohort	T098	C0599755
27435835	682	685	PHA	T101	C2963182
27435835	686	693	smokers	T033	C0337664
27435835	710	715	month	T079	C0439231
27435835	716	725	follow-up	T058	C1522577
27435835	734	746	participants	T098	C0679646
27435835	760	773	biochemically	T169	C0205474
27435835	774	782	verified	T169	C1711411
27435835	783	793	abstinence	T061	C3843422
27435835	799	806	smoking	T055	C0037369
27435835	813	819	result	T033	C2825142
27435835	820	828	compares	T052	C1707455
27435835	849	853	quit	T052	C1947925
27435835	856	863	smoking	T055	C0037369
27435835	864	876	intervention	T061	C0184661
27435835	877	884	studies	T062	C0008972
27435835	909	913	high	T080	C0205250
27435835	914	924	percentage	T081	C0439165
27435835	928	932	HIV+	T034	C0019699
27435835	933	940	smokers	T033	C0337664
27435835	946	956	depression	T048	C0011570
27435835	961	966	study	T062	C0008972
27435835	967	975	baseline	T081	C1442488
27435835	984	988	HIV+	T034	C0019699
27435835	989	996	smokers	T033	C0337664
27435835	1014	1022	clinical	T080	C0205210
27435835	1023	1030	cut-off	T169	C1442160
27435835	1035	1045	depression	T048	C0011570
27435835	1053	1114	Centre for Epidemiological Studies - Depression (CES-D) scale	T170	C0679604
27435835	1116	1120	HIV+	T034	C0019699
27435835	1121	1128	smokers	T033	C0337664
27435835	1134	1144	depression	T048	C0011570
27435835	1148	1153	study	T062	C0008972
27435835	1154	1162	baseline	T081	C1442488
27435835	1176	1190	quantitatively	T081	C0392762
27435835	1191	1196	lower	T052	C2003888
27435835	1197	1207	depression	T048	C0011570
27435835	1214	1219	month	T079	C0439231
27435835	1220	1229	follow-up	T058	C1522577
27435835	1237	1242	large	T081	C0549177
27435835	1243	1254	effect size	T081	C0814843
27435835	1288	1312	statistical significance	T081	C0237881
27435835	1349	1359	depression	T048	C0011570
27435835	1383	1390	relapse	T067	C0035020
27435835	1410	1420	depression	T048	C0011570
27435835	1452	1473	counselling programme	T058	C0010210
27435835	1474	1484	adequately	T080	C0205411
27435835	1500	1511	significant	T078	C0750502
27435835	1512	1519	barrier	T080	C0679881
27435835	1523	1530	smoking	T055	C0037369
27435835	1531	1540	cessation	T052	C1880019
27435835	1547	1551	PHAs	T101	C2963182
27435835	1557	1568	pilot study	T062	C0031928
27435835	1583	1593	importance	T080	C3898777
27435835	1597	1616	tailored programmes	T058	C2986593
27435835	1625	1629	PHAs	T101	C2963182
27435835	1630	1634	quit	T052	C1947925
27435835	1635	1642	smoking	T055	C0037369
27435835	1648	1660	significance	T078	C0750502
27435835	1675	1694	depressive symptoms	T184	C0086132
27435835	1713	1744	tailored counselling programmes	T058	C2986593
27435835	1748	1755	enhance	T052	C2349975
27435835	1756	1760	quit	T052	C1947925
27435835	1761	1766	rates	T081	C1521828
27435835	1773	1777	PHAs	T101	C2963182
