27664877|t|Evaluating the effectiveness of a mock oral educational program
27664877|a|To obtain board certification, the American Board of Surgery requires graduates of general surgery training programs to pass both the written qualifying examination (QE) and the oral certifying examination (CE). In 2015, the pass rates for the QE and CE were 80% and 77%, respectively. In the 2011-2012 academic year, the University of Wisconsin instituted a mandatory, faculty-led, monthly CE preparation educational program (CE prep) as a supplement to their existing annual mock oral examination. We hypothesized that the implementation of these sessions would improve the first-time pass rate for residents taking the ABS CE at our institution. Secondary outcomes studied were QE pass rate, correlation with American Board of Surgery In-Training Examination (ABSITE) and mock oral examination scores, cost, and type of study materials used, perception of examination difficulty, and applicant preparedness. A sixteen question survey was sent to 57 of 59 residents who attended the University of Wisconsin between the years of 2007 and 2015. Email addresses for two former residents could not be located. De-identified data for the ABSITE and first-time pass rates for the QE and CE examination were retrospectively collected and analyzed along with survey results. Statistical analysis was performed using SPSS version 22 (IBM Corp., Armonk, NY). P values < 0.05 were considered significant. Survey response rate was 77.2%. Of the residents who have attempted the CE, first-time pass rate was 76.0% (19 of 25) before the implementation of the formal CE Prep and 100% (22 of 22) after (P = 0.025). Absolute ABSITE score, and mock oral annual examination grades were significantly improved after the CE Prep was initiated (P values < 0.001 and 0.003, respectively), however, ABSITE percentile was not significantly different (P = 0.415). ABSITE raw score and percentile, as well as mock oral annual examination scores were significantly associated with passing the QE (0.032, 0.027, and 0.020, respectively), whereas mock oral annual examination scores alone were associated with passing the CE (P = 0.001). Survey results showed that residents perceived the CE to be easier than the annual mock oral after the institution of the CE prep course (P = 0.036), however, there was no difference in their perception of preparedness. Overall, applicants felt extremely prepared for the CE (4.70 ± 0.5, Likert scale 1-5). Formal educational programs instituted during residency can improve resident performance on the ABS certifying examination. The institution of a formal, faculty-led monthly CE preparation educational program at the University of Wisconsin has significantly improved the first-time pass rate for the ABS CE. Mock oral annual examination scores were also significantly improved. Furthermore, ABSITE scores correlate with QE pass rates, and mock oral annual examination scores correlate with pass rates for both QE and CE.
27664877	15	28	effectiveness	T080	C1280519
27664877	909	919	perception	T041	C0030971
27664877	923	934	examination	UnknownType	C0681376
27664877	935	945	difficulty	T080	C0332218
27664877	951	960	applicant	T098	C0696628
27664877	961	973	preparedness	T033	C1318963
27664877	985	993	question	T170	C1522634
27664877	994	1000	survey	T170	C0038951
27664877	1022	1031	residents	UnknownType	C0682286
27664877	1036	1044	attended	T169	C1456498
27664877	1049	1072	University of Wisconsin	T093	C1708333
27664877	1109	1124	Email addresses	T170	C1705961
27664877	1133	1139	former	T079	C0205156
27664877	1140	1149	residents	UnknownType	C0682286
27664877	1172	1185	De-identified	T169	C0205245
27664877	1186	1190	data	T078	C1511726
27664877	1199	1205	ABSITE	T170	C0282574
27664877	1210	1220	first-time	T079	C1254367
27664877	1221	1225	pass	T033	C2828386
27664877	1226	1231	rates	T081	C1521828
27664877	1240	1242	QE	T065	C0013652
27664877	1247	1249	CE	T065	C0013652
27664877	1250	1261	examination	UnknownType	C0681376
27664877	1267	1282	retrospectively	T062	C0035363
27664877	1283	1292	collected	T078	C1516695
27664877	1297	1305	analyzed	T062	C0936012
27664877	1317	1331	survey results	T033	C0683954
27664877	1333	1353	Statistical analysis	T062	C0871424
27664877	1358	1367	performed	T169	C0884358
27664877	1374	1389	SPSS version 22	T170	C0282574
27664877	1447	1458	significant	T078	C0750502
27664877	1460	1466	Survey	T170	C0038951
27664877	1467	1475	response	T041	C2911692
27664877	1476	1480	rate	T081	C1521828
27664877	1499	1508	residents	UnknownType	C0682286
27664877	1518	1527	attempted	T051	C1516084
27664877	1532	1534	CE	T065	C0013652
27664877	1536	1546	first-time	T079	C1254367
27664877	1547	1551	pass	T033	C2828386
27664877	1552	1556	rate	T081	C1521828
27664877	1589	1603	implementation	T052	C1708476
27664877	1618	1620	CE	T065	C0013652
27664877	1621	1625	Prep	T052	C1521827
27664877	1665	1673	Absolute	T080	C0205344
27664877	1674	1680	ABSITE	T170	C0282574
27664877	1681	1686	score	T081	C0449820
27664877	1692	1701	mock oral	T082	C0442027
27664877	1702	1708	annual	T079	C0332181
27664877	1709	1727	examination grades	T080	C0870091
27664877	1733	1746	significantly	T078	C0750502
27664877	1747	1755	improved	T033	C0184511
27664877	1766	1768	CE	T065	C0013652
27664877	1769	1773	Prep	T052	C1521827
27664877	1778	1787	initiated	T078	C1550022
27664877	1841	1847	ABSITE	T170	C0282574
27664877	1848	1858	percentile	T081	C1264641
27664877	1867	1880	significantly	T078	C0750502
27664877	1881	1890	different	T080	C1705242
27664877	1904	1910	ABSITE	T170	C0282574
27664877	1915	1920	score	T081	C0449820
27664877	1925	1935	percentile	T081	C1264641
27664877	1948	1957	mock oral	T082	C0442027
27664877	1958	1964	annual	T079	C0332181
27664877	1965	1976	examination	UnknownType	C0681376
27664877	1977	1983	scores	T081	C0449820
27664877	1989	2002	significantly	T078	C0750502
27664877	2003	2018	associated with	T080	C0332281
27664877	2019	2026	passing	T033	C2828386
27664877	2031	2033	QE	T065	C0013652
27664877	2083	2092	mock oral	T082	C0442027
27664877	2093	2099	annual	T079	C0332181
27664877	2100	2111	examination	UnknownType	C0681376
27664877	2112	2118	scores	T081	C0449820
27664877	2130	2145	associated with	T080	C0332281
27664877	2146	2153	passing	T033	C2828386
27664877	2158	2160	CE	T065	C0013652
27664877	2174	2188	Survey results	T033	C0683954
27664877	2201	2210	residents	UnknownType	C0682286
27664877	2211	2220	perceived	T041	C0030971
27664877	2225	2227	CE	T065	C0013652
27664877	2250	2256	annual	T079	C0332181
27664877	2257	2266	mock oral	T082	C0442027
27664877	2277	2288	institution	T093	C2607850
27664877	2296	2298	CE	T065	C0013652
27664877	2299	2303	prep	T052	C1521827
27664877	2343	2356	no difference	T033	C3842396
27664877	2366	2376	perception	T041	C0030971
27664877	2380	2392	preparedness	T033	C1318963
27664877	2403	2413	applicants	T098	C0696628
27664877	2419	2428	extremely	T080	C0205403
27664877	2429	2437	prepared	T033	C4082130
27664877	2446	2448	CE	T065	C0013652
27664877	2462	2474	Likert scale	T170	C0451267
27664877	2488	2508	educational programs	T065	C0150562
27664877	2527	2536	residency	T065	C0035182
27664877	2541	2548	improve	T033	C0184511
27664877	2549	2557	resident	UnknownType	C0682286
27664877	2558	2569	performance	T055	C0597198
27664877	2577	2580	ABS	T093	C1708333
27664877	2581	2603	certifying examination	T065	C0013652
27664877	2609	2620	institution	T093	C2607850
27664877	2634	2645	faculty-led	UnknownType	C0682256
27664877	2646	2653	monthly	T079	C0332177
27664877	2654	2656	CE	T065	C0013652
27664877	2657	2668	preparation	T052	C1521827
27664877	2669	2688	educational program	T065	C0150562
27664877	2696	2719	University of Wisconsin	T093	C1708333
27664877	2724	2737	significantly	T078	C0750502
27664877	2738	2746	improved	T033	C0184511
27664877	2751	2761	first-time	T079	C1254367
27664877	2762	2766	pass	T033	C2828386
27664877	2767	2771	rate	T081	C1521828
27664877	2780	2783	ABS	T093	C1708333
27664877	2784	2786	CE	T065	C0013652
27664877	2788	2797	Mock oral	T082	C0442027
27664877	2798	2804	annual	T079	C0332181
27664877	2805	2816	examination	UnknownType	C0681376
27664877	2817	2823	scores	T081	C0449820
27664877	2834	2847	significantly	T078	C0750502
27664877	2848	2856	improved	T033	C0184511
27664877	2871	2877	ABSITE	T170	C0282574
27664877	2878	2884	scores	T081	C0449820
27664877	2885	2894	correlate	T080	C1707520
27664877	2900	2902	QE	T065	C0013652
27664877	2903	2907	pass	T033	C2828386
27664877	2908	2913	rates	T081	C1521828
27664877	2919	2928	mock oral	T082	C0442027
27664877	2929	2935	annual	T079	C0332181
27664877	2936	2947	examination	UnknownType	C0681376
27664877	2948	2954	scores	T081	C0449820
27664877	2955	2964	correlate	T080	C1707520
27664877	2970	2974	pass	T033	C2828386
27664877	2975	2980	rates	T081	C1521828
27664877	2990	2992	QE	T065	C0013652
27664877	2997	2999	CE	T065	C0013652
