,sentence,word_labels
23,the CoO4W and CoCr2O4 particles appear to be responsible for the reduction in oxidation rate by a blocking mechanism in the inner layer .,"O,B,O,B,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O"
24,there is some evidence to suggest that tungsten additions to co-25 % Cr alloys assist the exclusive formation of Cr2O3 .,"O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O"
25,"BFeO3 solid solutions : synthesis , crystal chemistry , and magnetic properties","O,O,O,O,O,O,B,I,O,O,O,O"
26,"solid solutions of the type Fe1-xMxBO3 have been prepared where m = Mn , Cr , Al , Ga , or In .","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,B,O,O,B,O"
27,"for m = In , Ga , or Cr , x can vary from <nUm> to <nUm> , but the solid solution range is more restricted for m = Al ( O ≤ x ≤ <nUm> ) and Mn ( O ≤ x ≤ <nUm> ) .","O,O,O,B,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
28,"the present investigation of these materials includes their crystal chemistry , thermal stability , and magnetic properties .","O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O"
29,the calcite - type unit - cell parameters follow closely vegard 's law .,"O,B,O,O,O,O,O,O,O,O,B,I,I,O"
30,"DTA results indicate that the thermal stability increases with increasing m content for m = Cr , Al , or in. room - temperature magnetic measurements show that the Fe1-xMxBO3 phases remain canted antiferromagnets up to the <nUm> to <nUm> % substitution level , with monotonic decrease in the magnetization and curie temperature as a function of the concentration of m ( dilution effect ) .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
31,low - temperature magnetic studies of the systems Fe1-xCrxBO3 and Fe1-xInxBO3 show anomalous magnetic behavior at the higher Cr and In concentrations .,"O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O"
32,electrical characterization of sputter - deposition - induced defects in epitaxially grown n-GaAs layers,"O,O,O,B,I,I,O,O,O,O,O,O,B,O"
33,"sputter deposition of metal schottky contacts on semiconductors creates damage at and below the surface , often resulting in inferior rectification properties .","B,I,O,O,B,I,O,B,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O"
34,we have employed deep - level transient spectroscopy ( DLTS ) to characterize the defects introduced during sputter deposition of AI schottky barrier diodes ( SBDs ) on epitaxially grown n-GaAs with free carrier densities ranging from <nUm> × <nUm> to <nUm> × <nUm> cm-3 .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O"
35,"six sputter - induced electron traps , es1 – es6 , were detected at energy levels of <nUm> , <nUm> , <nUm> , <nUm> , <nUm> , and <nUm> eV , respectively , below the conduction band .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O"
36,the DLTS ‘ signatures ’ of es1 – es4 were the same as those of defects introduced by sub-threshold electron irradiation in the same AsGa .,"O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O"
37,"the es5 at ec - <nUm> eV could only be observed in Si - doped , but not in undoped AsGa , suggesting that it may be a complex involving Si .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
38,the concentrations of these defects decreased away from the interface to a depth that increased with decreasing AsGa free carrier density .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,B,I,I,O"
39,CoMoO4 / Fe2O3 core - shell nanorods with high lithium - storage performance as the anode of lithium - ion battery,"O,O,O,O,O,O,O,O,O,B,I,I,I,O,O,O,O,B,I,I,I"
40,"CoMoO4 / Fe2O3 core - shell nanorods are synthesized by a two - step hydrothermal method , and Fe2O3 nanoparticles as shell are uniformly distributed on the whole surface of CoMoO4 nanorods .","B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,B,O,O,O,O,O,O,O,O,O,O,B,O,O"
41,"the core - shell nanorods as the anode of lithium - ion battery exhibit high reversible capacity of <nUm> mAh g-1 at <nUm> C rate ( <nUm> h per half cycle ) , which is higher than that of bare CoMoO4 nanorods .","O,O,O,O,O,O,O,B,O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,B,O"
42,the discharge capacity can still maintain at <nUm> mAh g-1 ( after <nUm> cycles ) and <nUm> mAh g-1 ( after <nUm> cycles ) .,"O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
43,the capacity retention between 2nd and 50th cycles is up to <nUm> % .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
44,"the superior lithium - storage performance can be owned to the stable crystal structure , good electrical conductivity and complex synergistic effect between CoMoO4 and Fe2O3 .","O,O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
45,the present results indicate that CoMoO4 / Fe2O3 core - shell nanorods are promising candidates for the anode of lithium - ion battery .,"O,O,O,O,O,O,O,B,B,I,I,I,O,O,O,O,O,B,O,O,O,O,O,O"
46,effect of thermal treatments on the martensitic transformation in co-containing Ni – Mn – Ga alloys,"O,O,O,O,O,O,O,O,O,B,B,I,I,I,I,B"
47,the effect of the addition of Co to a Ni – Mn – Ga polycrystalline alloy has been analyzed through a comparative calorimetric study of the effect of thermal treatments on both co-free and co-containing alloys .,"O,O,O,O,O,O,B,O,O,B,I,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O"
48,"the martensitic transformation ( MT ) and curie temperatures of the ternary alloy show an increase as a function of the heat treatment temperature , while in the cobalt - containing alloy , a decrease and a subsequent increase of the MT temperature take place .","O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
49,"the behavior of the ternary alloy agrees with the occurrence of an ordering process , while in the quaternary alloy , a process of elimination of defects seems to occur at the same time , slightly affecting the evolution of the transformation temperatures .","O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50,"this indicates that the addition of cobalt , besides increasing the martensitic and magnetic transformation temperatures , increases the quench-in defects influence on these transformations .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O"
51,abnormal growth of LPCVD O2Si on CoSi2 by high dose As implantation,"O,O,O,O,O,O,O,O,O,O,O,O"
52,we have investigated the effect of As dose on O2Si growth on CoSi2 films .,"O,O,O,O,O,O,O,O,O,O,O,O,B,O,O"
53,As ions were implanted into Si - substrates with doses ranging from <nUm> × <nUm> to <nUm> × <nUm> cm-2 .,"O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O"
54,"after formation of CoSi2 , O2Si was deposited by low - pressure chemical vapor deposition ( LPCVD ) using tetraethyl orthosilicate .","O,O,O,O,O,O,O,O,O,B,I,I,I,I,I,O,O,O,O,O,O,O"
55,the growth rates of LPCVD O2Si on the CoSi2 films rapidly increased with arsenic doses above <nUm> × <nUm> cm-2 .,"O,O,O,O,O,O,O,O,B,B,O,O,O,O,O,O,O,O,O,O,O"
56,"arsenic , which is diffused into the CoSi2 films during the LPCVD O2Si deposition , is a major cause of abnormal oxide growth .","O,O,O,O,O,O,O,B,O,O,O,B,O,O,O,O,O,O,O,O,O,B,O,O"
57,"thus , the arsenic doping level in Si has to be carefully controlled to prevent abnormal O2Si growth on CoSi2 films .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,B,O"
58,flash sintering of ionic conductors : the need of a reversible electrochemical reaction,"B,I,O,B,I,O,O,O,O,O,O,O,O"
59,flash sintering ( FS ) is a current - assisted sintering technique able to densify ceramics in short periods of time ( just a few seconds ) at temperatures significantly lower than in conventional sintering processes .,"B,I,O,B,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
60,FS technique was firstly reported for yttrium - stabilized zirconia and later it had been proved successful for a large range of oxide materials that present ionic conduction by oxygen vacancies .,"O,O,O,O,O,O,O,O,B,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
61,"this paper describes the use of FS on a sodium ion conductor based on a model compound , the beta-alumina .","O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
62,"different electrode materials have been tested , i.e. , silver and platinum .","O,O,O,O,O,O,O,O,O,O,O,B,O"
63,"the impact of the electrode reaction on the current flow , and thus , on the sintering efficiency is shown for the first time .","O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
64,"it appears that the densification by FS can only be possible if the current collectors , i.e. , the electrodes , are specifically designed to enable reversible electrochemical reactions at the interfaces between the electrodes and the ionic compound , insuring the current flow through the powder compact .","O,O,O,O,O,O,B,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,B,O,O,O,O,B,I,O,O,B,O,O"
65,crossed ferric oxide nanosheets supported cobalt oxide on 3-dimensional macroporous Ni foam substrate used for diesel soot elimination under self - capture contact mode,"O,O,O,O,O,B,I,O,O,O,B,O,O,O,O,B,I,I,O,O,O,O,O,O"
66,crossed Fe2O3 nanosheets supported cobalt oxide nanoparticles on three - dimensionally macroporous nickel foam substrate ( xCo / Fe-NF ) was designed and successfully prepared through a facile hydrothermal and impregnation route .,"B,O,B,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,I,O"
67,these catalysts showed high catalytic soot combustion activities under self - capture contact mode .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
68,the three - dimensional macroporous structures of Ni foam and the crossed Fe2O3 nanosheets constituted macroporous voids can greatly increase the contact efficiency between soot particulates and catalysts .,"O,B,I,I,I,O,O,O,B,O,O,O,B,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
69,"the interaction between Co and Fe facilitated the activation of the Fe – O bond and increased the amounts of active oxygen species , thus improving the redox property of the catalysts .","O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,B,O"
70,"the 0.6Co / Fe-NF catalyst exhibited the highest turnover frequency ( TOF ) for soot combustion , which is in good accordance with the largest amount of active oxygen species .","O,O,O,B,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
71,"based upon the catalytic performance and multiple characterization results , two reaction pathways for soot oxidation are identified , namely , the direct oxidation by the activated oxygen species via oxygen vacancies and the NOx - aided soot oxidation .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O"
72,characterization and room temperature sensing of ammonia and ethanol by thermally oxidized indium films,"O,O,O,O,O,O,O,O,O,O,O,O,O,B"
73,indium oxide ( In2O3 ) films have been prepared by thermal oxidation of vacuum deposited indium ( In ) films onto glass substrate kept at room temperature ( <nUm> ° C ) .,"O,O,O,O,O,O,O,O,O,O,B,I,O,B,I,B,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O"
74,"the structural , optical and gas sensing properties of films oxidized in air at <nUm> and <nUm> ° C have been investigated .","O,B,O,B,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
75,x-ray diffraction ( XRD ) measurements indicate that the In2O3 films oxidized at these temperatures exhibit a high degree of crystallographic orientation along ( <nUm> ) plane .,"B,I,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O"
76,field emission scanning electron microscopy shows large and small grains scattered at the surface of In2O3 films .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
77,the optical and sensing studies show that In2O3 film oxidized at <nUm> ° C exhibits comparatively higher optical band gap of <nUm> eV and large gas response of <nUm> % when exposed to <nUm> ppm of ammonia at room temperature .,"O,O,O,O,O,O,O,B,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
78,also an increase in optical absorbance towards ammonia for different concentrations at room temperature has been observed .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
79,properties of CdS nanoparticles dispersed zirconia films,"O,O,O,B,O,B,O"
80,zirconia films incorporated with cadmium sulfide semiconductor nanoparticles were synthesized with the dip - coating technique in air .,"O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
81,amorphous and transparent films were gained on the glass substrate .,"O,O,O,B,O,O,O,O,B,B,O"
82,"O2Zr : CdS films were characterized by x-ray diffraction ( XRD ) , transmission electron microscopy ( TEM ) , atomic force microscopy ( AFM ) , optical absorption / fluorescence spectra .","B,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,B,O,O,B,I,I,O,O,O,O,O,O,O,B,O,O"
83,the size control of CdS particles was studied .,"O,O,O,O,O,O,O,O,O"
84,the different morphology of O2Zr and O2Zr : CdS films were observed .,"O,O,O,O,O,O,O,O,O,O,O,O,O"
85,the blue shift of absorption band of CdS and its fluorescence properties are discussed .,"O,O,O,O,B,I,O,B,O,O,O,O,O,O,O"
86,© <nUm> acta metallurgica inc. published by elsevier science ltd.,"O,O,O,O,O,O,O,O,O,O"
87,all rights reserved .,"O,O,O,O"
88,model for vickers microhardness prediction applied to O2Sn and O2Ti in the normal and high pressure phases,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
89,the vickers microhardness of O2Ti is calculated using elastic properties obtained by first principles calculations combined with discrete elements method ( DEM ) .,"O,O,O,O,B,O,O,O,B,I,O,O,O,O,O,O,O,B,I,I,O,O,O,O"
90,the calculation is carried out in rutile and cotunnite phases .,"O,O,O,O,O,O,B,O,O,O,O"
91,"it was found that rutile phase , has a microhardness of <nUm> GPa and <nUm> GPa for the failure and fracture modes in agreement with experimental results range .","O,O,O,O,B,O,O,O,O,B,O,O,O,O,O,O,O,O,B,O,B,I,O,O,O,O,O,O,O"
92,"In cotunnite phase the hardness for failure and fracture mode are <nUm> and <nUm> GPa , close to <nUm> GPa , applying simunek model .","O,B,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O"
93,"to give insight to this methodology , the calculation is extended to O2Sn in the normal phase .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
94,the microhardness value obtained in the failure mode is <nUm> GPa .,"O,O,O,O,O,O,B,I,O,O,O,O"
95,"the method developed here , to obtain the vickers microhardness , could be applied to a systematic study of tailoring materials .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
96,"since hardness is related to elastic shear properties , our results can be used as an assessment of the material properties as solid lubricating at first order .","O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O"
97,effects of seed layer on the coercivity and exchange bias in Co / Ag / CoO heterostructures,"O,O,B,I,O,O,O,O,B,I,O,O,O,O,O,B,O"
98,"magnetic multilayers of the form Co / Ag / CoO , grown on N4Si3 substrates , with seed layers of Ag or Ta of various thicknesses were studied .","B,B,O,O,O,B,O,O,O,B,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
99,"there is a dramatic difference between the exchange fields and between the coercive fields for the differing seed layers such that , for a Ag seed layer , the loop can be fully shifted to one side of zero field whereas , with a Ta seed layer , this behavior is not observed .","O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,B,I,O,O,O,O,O,O,O"
100,"one important difference in the seed layers is the layer roughness ; the Ag seed layer is as much as six times rougher than the Ta layer , as determined by atomic force microscopy .","O,O,O,O,O,O,O,O,O,B,I,O,O,O,B,I,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,B,I,I,O"
101,realization of an atomic sieve : silica on Mo(112),"O,O,O,O,O,O,O,O,B"
102,"the adsorption of Pd , Ag and Au atoms on a porous silica film on Mo(112) is investigated by scanning tunneling microscopy and density functional theory .","O,O,O,O,O,O,O,B,O,O,O,B,O,B,O,O,O,O,O,B,I,I,O,O,O,O,O"
103,"while Pd atoms are able to penetrate the holes in the silica top - layer with virtually no barrier , Ag atoms experience an intermediate barrier value and Au atoms are completely unable to pass the oxide surface .","O,B,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,B,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O"
104,"the penetration probability does not correlate with the effective size of the atoms , but depends on their electronic structure .","O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O"
105,"whereas Pd with an unoccupied valence s-orbital has a low penetration barrier , Ag and Au atoms with occupied s-states experience a substantial repulsion with the filled oxide states , leading to a higher barrier for penetration .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
106,"In the case of Ag , the barrier height can be temporally lowered by promoting the Ag 5s-electron into the support .","O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
107,the Mo - supported silica film can thus be considered as a primitive form of an atomic sieve whose selectivity is controlled by the electronic structure of the adatoms .,"O,O,O,O,B,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O"
108,effect of C / Ti ratio on the laser ignited self - propagating high - temperature synthesis reaction of Al – Ti – C system for fabricating CTi / Al composites,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,I,O,O,O,B,O,O,O"
109,CTi / Al composite was successfully synthesized utilizing laser ignited self - propagating high - temperature synthesis ( SHS ) of Al – C – Ti system with the different C / Ti molar ratio .,"O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,I,O,O,O,O,B,I,I,I,I,O"
110,"when the molar ratio of C to Ti is below <nUm> : <nUm> in the starting materials , in addition to fine CTi particulates , a large amount of Al3Ti phase was found in the composites ; however , when the molar ratio of C to Ti is <nUm> : <nUm> in the starting materials , the Al3Ti phase was almost completely eliminated and the distribution of CTi particulates generally appeared to be more homogeneous throughout the products synthesized .","O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O"
111,"effects of pressure on the luminescence , raman and absorption spectra of 248CmCl3","O,O,O,O,O,B,O,B,O,B,I,O,O"
112,"luminescence , absorption and phonon raman spectroscopy were used to study Cl3Cm under pressure in a diamond anvil cell .","O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O"
113,transformation from the initial hexagonal structure to an orthorhombic one was observed .,"O,O,O,O,B,O,O,O,B,O,O,O,O"
114,"the results also suggest the existence of a potentially new , as yet unidentified , higher pressure phase .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
115,"the present experimental results are compared with those from previous studies on CfCl3 , Cl3Pr , Br3Pr and Br3Nd under pressure .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O"
116,changes in coordination number are used to explain the observed phase changes and to speculate on potential structures of the “ new ” higher pressure phase .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
117,substrate effect on texture properties of nanocrystalline O2Ti thin films,"B,O,O,O,O,O,O,O,B,I"
118,titanium oxide ( O2Ti ) nanocrystalline thin films have been grown on different substrates AlLaO3 ( <nUm> ) and a-Al2O3 ( <nUm> ) by dc magnetron sputtering in an Ar+O2 gas mixture .,"O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O"
119,pure rutile or anatase or mixed ( rutile and anatase ) phase of O2Ti can be grown at fixed sputtering pressure and substrate temperature on various substrates .,"O,B,O,B,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O"
120,XRD and TEM studies of the films deposited at fixed pressure of <nUm> × 10-2Torr and substrate temperature of <nUm> ° C revealed that preferred ( <nUm> ) oriented anatase phase was observed in case of films grown over AlLaO3 substrates and rutile phase with preferred ( <nUm> ) orientation was observed in case of films deposited over the sapphire substrate .,"O,O,B,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
121,the results indicate that the film growth direction is highly affected with nature of substrate and substrate orientation .,"O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,B,O,O"
122,"further , AFM and FESEM images showed that nanostructured O2Ti films could be grown on all substrates .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O"
123,low temperature growth of nanocrystalline O2Ti films with Ar / O low - field helicon plasma,"O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O"
124,O2Ti thin films were deposited on silicon wafer substrates by low - field ( <nUm> < B < 5mT ) helicon plasma assisted reactive sputtering in a mixture of pure argon and oxygen .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
125,"the influence of the positive ion density on the substrate and the post-annealing treatment on the films density , refractive index , chemical composition and crystalline structure was analysed by reflectometry , rutherford backscattering spectroscopy ( RBS ) and x-ray diffraction ( XRD ) .","O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,B,O,O,O,O,B,I,O,B,I,O,O,O,B,O,O,O,O,O,B,O,O,B,I,O,O,O,O"
126,amorphous O2Ti was obtained for ion density on the substrate below <nUm> × 1016m-3 .,"B,O,O,O,O,O,O,O,O,B,O,O,O,O,O"
127,increasing the ion density over <nUm> × 1016m-3 led to the formation of nanocrystalline ( ~ <nUm> nm ) rutile phase O2Ti .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,B,O"
