,sentence,word_labels
20,"Sentence encoding models ( their main architecture is shown in Figure [ reference ] .a ) independently encode a pair of sentences , a premise and a hypothesis using pre - trained word embedding vectors , then learn semantic relation between two sentences with a multi - layer perceptron ( MLP ) .","B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,I,I,O,O"
21,"In these models , LSTM ( Long Short - Term Memory networks ) , its variants GRU ( Gated Recurrent Units ) and Bi - LSTM , are usually utilized to encode the sentences since they were capable of learning long - term dependencies inside sentences .","O,O,O,O,B,I,I,I,I,I,I,I,O,O,O,O,B,I,I,I,I,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
22,"For example , Conneau et al . proposed a generic NLI training scheme and compared several sentence encoding architectures : LSTM or GRU , Bi - LSTM with mean / max pooling , self - attention network and hierarchical convolutional networks .","O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,B,I,I,O,B,I,I,O,B,I,I,O,B,I,I,I,O,B,I,I,I,O,B,I,I,O"
23,The experimental results demonstrated that the Bi - LSTM with max pooling achieved the best performance .,"O,O,O,O,O,O,B,I,I,O,B,I,O,O,O,O,O"
24,Talman et al . designed a hierarchical Bi - LSTM max pooling ( HBMP ) model to encode sentences .,"O,O,O,O,O,O,B,I,I,I,I,I,I,I,I,I,O,O,O,O"
25,"This model applied parameters of one Bi - LSTM to initialize the next Bi - LSTM to convey information , which shown better results than the model with a single Bi - LSTM .","O,O,O,O,O,O,B,I,I,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O"
26,"Besides LSTM , attention mechanisms could also be used to boost the effectiveness of sentence encoding .","O,B,O,B,I,O,O,O,O,O,O,O,O,O,B,I,O"
27,"The model developed by Ghaeini et al . added self - attention to LSTM model , and achieved better performance .","O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O"
28,"Sentence interaction - aggregation models ( their main architecture is shown in Figure [ reference ] .b ) learn vector representations of pairs of sentences in the way similar to sentence encoding models and calculate pairwise word interaction matrix between two sentences using the newly updated word vectors , and then the matching results are aggregated into a vector to make the final decision .","B,I,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
29,"Compared with sentence encoding model , sentence interaction - aggregation models aggregate word similarities between a pair of sentences , are capable of capturing the relevant information between two sentences , a premise and a hypothesis .","O,O,B,I,I,O,B,I,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
30,"Bahdanau et al . translated and aligned text simultaneously in machine translation task , innovatively introducing attention mechanism to natural language process ( NLP ) .","O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,B,I,O,B,I,I,O,B,O,O"
31,"He et al . designed a pairwise word interaction model ( PWIM ) , which made full use of word - level fine - grained information .","O,O,O,O,O,O,B,I,I,I,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
32,"Wang et al . put forward a bilateral multi - perspective matching ( BiMPM ) model , focusing on various matching strategies that could be seen as different types of attention .","O,O,O,O,O,O,O,B,I,I,I,I,I,I,I,I,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O"
33,"The empirical studies of Lan et al . and Chen et al . concluded that sentence interation - aggregation models , especially ESIM ( Enhanced Sequential Inference Model ) , a carefully designed sequential inference model based on chain LSTMs , outperformed all previous sentence encoding models .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,I,O,O,B,O,B,I,I,I,O,O,O,O,O,B,I,I,O,O,B,I,O,O,O,O,B,I,I,O"
34,"Although ESIM has achieved excellent achievements , this model does n’t consider the attention along the words in a sentence in its Bi - LSTM layer .","O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,O"
35,Word attention can characterize the different contribution of each word .,"B,I,O,O,O,O,O,O,O,O,O"
36,"Therefore , it will be beneficial to put word attention into the Bi - LTSM layer .","O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,O"
37,"Moreover , the orientation of the words represents the direction of the information flow , either forward or backward , should not be ignored .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
38,"In traditional Bi - LSTM model , the forward and the backward vectors learnt by Bi - LSTM are simply jointed .","O,O,B,I,I,I,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O"
39,"It ’s necessary to consider whether each orientation ( forward or backward ) has different importance on word encoding , thus adaptively joint the two orientation vectors together with different weights .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O"
40,"Therefore , in this study , using ESIM model as the baseline , we add an attention layer behind each Bi - LSTM layer , then use an adaptive orientation embedding layer to jointly represent the forward and backward vectors .","O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,B,I,O,O,B,I,I,I,O,O,O,O,B,I,I,I,O,O,O,O,O,O,O,O,O"
41,"We name this attention boosted Bi - LSTM as Bi - aLSTM , and denote the modified ESIM as aESIM .","O,O,O,B,I,I,I,I,O,B,I,I,O,O,O,O,O,B,O,B,O"
42,"Experimental results on SNLI , MultiNLI and Quora benchmarks have demonstrated better performance of aESIM model than that of the baseline ESIM and the other state - of - the - art models .","O,O,O,B,O,B,O,B,O,O,O,O,O,O,B,I,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O"
43,"We believe that the architecture of Bi - aLSTM has potentially to be used in other NLP tasks such as text classification , machine translation and so on .","O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,B,I,O,O,B,I,O,B,I,O,O,O,O"
44,This paper is organized as follows .,"O,O,O,O,O,O,O"
45,We introduce the general frameworks of ESIM and aESIM in Section 2 .,"O,O,O,O,O,O,B,O,B,O,O,O,O"
46,"We describe the datasets and the experiment settings , and analyze our experimental results in Section 3 .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
47,We then draw conclusions in Section 4 .,"O,O,O,O,O,O,O,O"
48,section : Attention Boosted Sequential Inference Model,"O,O,B,I,I,I,I"
49,"Supposed that we have two sentences and , where represents premise and represents hypothesis .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
50,The goal is to predict the label meaning for their relation .,"O,O,O,O,O,O,O,O,O,O,O,O"
51,subsection : ESIM model,"O,O,B,I"
52,"Enhanced Sequential Inference Model ( ESIM ) is composed of four main components : input encoding layer , local inference modeling layer , inference composition layer and classification layer .","B,I,I,I,O,B,O,O,O,O,O,O,O,O,B,I,I,O,B,I,I,I,O,B,I,I,O,B,I,O"
53,"In the input encoding layer , ESIM first uses Bi - LSTM layer to encode input sentence pairs ( Equations 1 - 2 ) , which can be initialized using pre - trained word embeddings ( e.g. Glove 840B vectors ) , where is the word embedding vector of the - th word in , is that of word in .","O,O,B,I,I,O,B,O,O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
54,"Secondly , ESIM implements the local inference layer for enhancing the sentence information .","O,O,B,O,O,B,I,I,O,O,O,O,O,O"
55,First it calculates a similarity matrix based on and .,"O,O,O,O,O,O,O,O,O,O"
56,It then gets the new expression for and with the equation below : where and represent the weighted summation of and .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
57,It further enhances the local inference information collected as below .,"O,O,O,O,O,O,O,O,O,O,O"
58,"After the enhancement of local inference , another Bi - LSTM layer is used to capture local inference information and their context for inference composition .","O,O,O,O,B,I,O,O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,B,I,O"
59,"Instead of summation adopted by Parikh et al . , ESIM proposes to compute both max and average pooling and feeds the concatenate fixed length vector to the final classifier : a fully connected multi - layer perceptron .","O,O,B,O,O,O,O,O,O,O,B,O,O,O,O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,B,O,O,B,I,I,I,I,I,O"
60,"Figure [ reference ] shows a high - level view of the ESIM architecture , where the bottom LSTM1 layer of Figure [ reference ] is the input encoding layer ,","O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,B,I,O"
61,"the middle part with LSTM2 layer is the local inference layer , the upper part is the inference composition layer .","O,O,O,O,B,I,O,O,B,I,I,O,O,O,O,O,O,B,I,I,O"
62,subsection : aESIM model,"O,O,B,I"
63,The overall architecture of our newly proposed attention boosted sequential inference model ( named aESIM ) based on ESIM is similar to ESIM .,"O,O,O,O,O,O,O,B,I,I,I,I,O,O,B,I,O,O,B,O,O,O,B,O"
64,"In detail , aESIM also consists of four main parts : encoding layer , local inference modeling layer , decoding layer and classification layer .","O,O,O,B,O,O,O,O,O,O,O,B,I,O,B,I,I,I,O,B,I,O,B,I,O"
65,The only difference between ESIM and aESIM is that we substitute the two Bi - LSTM layers ( LSTM1 and LSTM2 ) in ESIM with two Bi - aLSTM layers in aESIM .,"O,O,O,O,B,O,B,O,O,O,O,O,O,B,I,I,I,O,B,O,B,O,O,B,O,O,B,I,I,I,O,B,O"
66,"Therefore , as illustrated in Figure [ reference ] , the layers with red - dotted circles in ESIM will be replaced by the Bi - aLSTM layers shown in the right upper corner of the Figure [ reference ] and the details of Bi - aLSTM can be found in Figure [ reference ] .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O"
67,"Given the word vector of the - th word in sentence , which can be obtained by pre - trained word embeddings such as Glove 840B vectors in the first Bi - aLSTM layer or obtained from the local inference modeling layer in the second Bi - aLSTM layer .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,B,I,I,I,O,O,O,O,B,I,I,I,O,O,O,B,I,I,I,O"
68,We utilize a forward LSTM layer and a backward LSTM layer to collect both direction information and .,"O,O,O,B,I,I,O,O,B,I,I,O,O,O,O,O,O,O"
69,"As described in introduction section , in the following newly proposed Bi - aLSTM , we add word attention and additive operation on both orientations of traditional Bi - LSTM layer .","O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,B,I,O,O,O,O,O,B,I,I,I,O"
70,Word attention layer,"B,I,I"
71,It ’s obvious that not all words contribute equally to the representation of a sentence .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
72,"Attention mechanism , which is introduced in , is extremely effective to extract vital words from the whole sentence , and is particularly beneficial to generate the sentence vector .","B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
73,"Therefore , we use the following attention mechanism after we get and .","O,O,O,O,O,O,B,I,O,O,O,O,O"
74,"Suppose , we then have where is obtained after one - layer MLP for the input , is the importance of word , is calculated by the SoftMax unit on the context vector of the sentence which is randomly initialized and modified during the training , is the attention enhanced vector through multiplying the weight and original vector , where correspond to the forward vector and the backward vector , respectively .","O,O,O,O,O,O,O,O,O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
75,"Adaptive word direction layer In traditional Bi - LSTM model , the forward and the backward vectors of a word are considered to have equal importance on the word representation .","B,I,I,I,O,O,B,I,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O"
76,The model simply connects the forward and backward vectors head and tail without weighing their importance .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
77,"For a word in different direction or orientation , the former and the latter words are reversed .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
78,"Thus , different direction vectors of a word make different contribution to the representation , especially the words in a long sentence .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
79,"Therefore , we propose a new adaptive direction layer to learn the contribution of different directions for a single word .","O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O"
80,"Formally , given two direction word vectors and , the whole word vector can be expressed as : where , and denote weight matrix and the bias , denotes the nonlinear function , denotes the concentration .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
81,All the parameters can be learned during training .,"O,O,O,O,O,O,O,O,O"
82,Then we can get the whole sentence vector as below : This word and orientation enhanced Bi - LSTM is called Bi - aLSTM .,"O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,I,I,I,O,O,B,I,I,O"
83,"Its whole architecture is shown in the Figure [ reference ] , is applied in ESIM model to replace the two Bi - LSTM layers for the task of natural language inference .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,B,I,I,I,O,O,O,O,B,I,I,O"
84,"Besides , this Bi - aLSTM can be used to other natural language processing tasks and our preliminary experiments have demonstrated that Bi - aLSTM is capable of improving the performance of Bi - LSTM models on sentimental classification task ( for space limitation , this results will not be shown in the paper ) .","O,O,O,B,I,I,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,B,I,I,I,O,B,I,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
85,section : Experiment Setup,"O,O,O,O"
86,subsection : Datasets,"O,O,O"
87,We evaluated our model on three datasets :,"O,O,O,O,O,O,O,O"
88,"the Stanford Natural Language Inference ( SNLI ) corpus , the Multi - Genre Natural Language Inference ( MultiNLI ) corpus , and Quora duplicate question dataset .","O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,B,O,O,O,O"
89,We selected these three relatively large corpora out of eight corpora in since deep learning models usually show better generalization ability on large training sets and produce more convincing results than on small training sets .,"O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
90,SNLI,B
91,The Stanford Natural Language Inference ( SNLI,"O,O,O,O,O,O,B"
92,") corpus contains 570 , 152 sentence pairs , including 549 K training pairs , 10 K validation pairs and 10 K testing pairs .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
93,"Each pair has one of relation classes ( entailment , neutral , contradiction and ‘ - ’ ) .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
94,The ‘ - ’ class indicates there is no conclusion between the two sentences .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
95,"Consequently , we remove all pairs with relation ’ - ’ during training , validating and testing processes .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
96,MultiNLI,B
97,This corpus is a crowd - sourced collection of 433 K sentence pairs annotated with textual entailment information .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
98,"The corpus is modeled on the SNLI corpus , but differs in that covers a range of genres of spoken and written text , and supports a distinctive cross - genre generation evaluation .","O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,I,O"
99,Quora,B
100,"The Quora dataset contains 400 , 000 question pairs .","O,B,O,O,O,O,O,O,O,O"
101,The task of this corpus is to judge whether the two sentences means the same affair .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
102,subsection : Setting,"O,O,O"
103,We use the validation set to select models for testing .,"O,O,O,O,O,O,O,O,O,O,O"
104,The hyper - parameters of aESIM model are listed as follows .,"O,O,O,O,O,B,I,O,O,O,O,O"
105,We use the Adam method for optimization .,"O,O,O,B,I,O,B,O"
106,The first momentum is set to be 0.9 and the second 0.999 .,"O,O,O,O,O,O,O,O,O,O,O,O,O"
107,"The initial learning rate is set to 0.0005 , and the batch size is 128 .","O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O"
108,The dimensions of all hidden states of Bi - aLSTM and word embedding are 300 .,"O,O,O,O,O,O,O,B,I,I,O,B,I,O,O,O"
109,We employ non - linearity function replacing rectified linear unit on account of its faster convergence rate .,"O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,B,I,O"
110,Dropout rate is set to 0.2 during training .,"B,I,O,O,O,O,O,O,O"
111,We use pre - trained 300 - D Glove 840B vectors to initialize word embeddings .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
112,Out - of - vocabulary ( OOV ) words are initialized randomly with Gaussian samples .,"B,I,I,I,I,I,I,I,I,O,O,O,O,B,I,O"
113,All vectors are updated during training .,"O,O,O,O,O,O,O"
114,subsection : Experiment results,"O,O,O,O"
115,"Except for comparing our method aESIM with ESIM , we listed the experimental results of methods with their references in Table [ reference ] on SNIL .","O,O,O,O,O,B,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O"
116,"In Table [ reference ] , the method in the first block is a traditional feature engineering method , those in the second are the sentence vector - based models , those in the third are attention - based models , and ESIM and our aESIM are shown in the fourth block .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,O,O,O,O,O,B,I,I,I,I,O,O,O,O,O,O,B,I,I,I,O,O,B,O,O,B,O,O,O,O,O,O,O"
117,"Where the results of ESIM and aESIM are implemented by ourselves on Keras , the results of the others are taken from their original publications .","O,O,O,O,B,O,B,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O"
118,"We then compare the baseline models , CBOW , Bi - LSTM with ESIM and our aESIM on MultiNLI corpus shown In Table [ reference ] , where the results of the baselines are taken from .","O,O,O,O,O,O,O,B,O,B,I,I,O,B,O,O,B,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
119,"Finally , we compare several types of CNN and RNN models on Quroa corpus shown in Table [ reference ] , the results of theses CNN and RNN models are taken from .","O,O,O,O,O,O,O,B,O,B,I,O,B,I,O,O,O,O,O,O,O,O,O,O,O,B,O,B,I,O,O,O,O"
120,"The accuracy ( ACC ) of each method is measured by the commonly used precision score , and the methods with the best accuracy are marked in bold .","O,B,O,B,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,B,O,O,O,O,O"
121,"According to the results in Tables 2 - 4 , aESIM model achieved 88.1 % on SNLI corpus , elevating 0.8 percent higher than ESIM model .","O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,B,O,O,O,O,O,O,O,B,I,O"
122,It promoted almost 0.5 percent accuracy and outperformed the baselines on MultiNLI .,"O,O,O,O,O,B,O,O,O,O,O,B,O"
123,It also achieved 88.01 % on Quora .,"O,O,O,O,O,O,B,O"
124,"Therefore , we concluded that aESIM with further word attention and word orientation operation was superior to ESIM model .","O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,B,I,O"
125,subsection : Attention visualization,"O,O,B,I"
126,"We selected three types of sentence pairs from a premise and its three hypothesis sentences in the test set of SNLI corpus as shown in Figure [ reference ] , where the premise sentence is ‘ A woman with a green headscarf , blue shirt and a very big grin ’ , and three hypothesis sentences are ‘ the woman has been shot ’ ,","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
127,‘ the woman is very happy ’ and ‘ the woman is young ’ with relation labels,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
128,"‘ contradiction ’ ,","O,O,O,O"
129,"‘ entailment ’ , and ‘ neutral ’ , respectively .","O,O,O,O,O,O,O,O,O,O,O"
130,"Each pair of sentences has their key word pairs : grin - shot , grin - happy and grin - young , which determines whether the premise can entail the hypothesis .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
131,Figures 4.a - 4.c are the visualization of the attention layer between sentence pairs after the Bi - LSTM layer in ESIM model and that after Bi - aLSTM layer in aESIM model for contrasting ESIM and aESIM .,"O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,I,O,B,I,O,O,O,B,I,I,I,O,B,I,O,O,B,O,B,O"
132,"By doing so , we could understand how the models judge the relation between two sentences .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
133,"In each Figure , the brighter the color , the higher the weight is .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
134,"We could conclude that our aESIM model had the higher weight than ESIM model on each key word pair , especially in Figure [ reference ]","O,O,O,O,O,B,I,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O"
135,".b , where the similarity of ‘ happy ’ and ‘ grin ’ in aESIM model is much higher than that in ESIM model .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,B,I,O"
136,"Therefore , our aESIM model was able to capture the most important word pair in each pair of sentences .","O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
137,section : Conclusion,"O,O,O"
138,"In this study , we propose an improved version of ESIM named aESIM for NLI .","O,O,O,O,O,O,O,O,O,O,B,O,B,O,B,O"
139,It modifies the Bi - LSTM layer to collect more information .,"O,O,O,B,I,I,I,O,O,O,O,O"
140,We evaluate our aESIM model on three NLI corpora .,"O,O,O,B,I,O,O,O,O,O"
141,Experimental results show that aESIM model achieves better performance than ESIM model .,"O,O,O,O,B,I,O,O,O,O,B,I,O"
142,"In the future , we will evaluate how attention mechanisms can be applied on other tasks and explore a way to use less time and space with guaranteed accuracy .","O,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O"
143,section : Acknowledgement,"O,O,O"
144,This work is supported in part by the National Nature Science Foundation of China,"O,O,O,O,O,O,O,O,O,O,O,O,O,O"
145,( No . 61876016,"O,O,O,O"
146,"and No . 61632004 ) , the Fundamental Research Funds for the Central Universities","O,O,O,O,O,O,O,O,O,O,O,O,O,O"
147,( No . 2018JBZ006 ) .,"O,O,O,O,O,O"
148,bibliography : References,"O,O,O"
149,document : All you need is a good init,"O,O,O,O,O,O,O,O,O"
150,Layer - sequential unit - variance ( LSUV ) initialization –,"O,O,O,O,O,O,O,B,O,O,O"
151,a simple method for weight initialization for deep net learning – is proposed .,"O,O,O,O,B,I,O,B,I,I,O,O,O,O"
152,The method consists of the two steps .,"O,O,O,O,O,O,O,O"
153,"First , pre - initialize weights of each convolution or inner - product layer with orthonormal matrices .","O,O,O,O,O,O,O,O,B,I,I,I,I,I,O,B,I,O"
154,"Second , proceed from the first to the final layer , normalizing the variance of the output of each layer to be equal to one .","O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O"
155,"Experiment with different activation functions ( maxout , ReLU - family , tanh ) show that the proposed initialization leads to learning of very deep nets that ( i ) produces networks with test accuracy better or equal to standard methods and ( ii ) is at least as fast as the complex schemes proposed specifically for very deep nets such as FitNets ( ) and Highway ( ) .","O,O,O,O,O,O,O,O,B,I,I,O,B,O,O,O,O,O,O,O,O,B,I,I,I,I,O,O,O,O,O,O,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,I,I,O,O,B,O,O,O,B,O,O,O"
156,"Performance is evaluated on GoogLeNet , CaffeNet , FitNets and Residual nets and the state - of - the - art , or very close to it , is achieved on the MNIST , CIFAR - 10 / 100 and ImageNet datasets .","O,O,O,O,B,O,B,O,B,O,B,I,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,B,O,B,I,I,O,B,O,O,O,O"
157,update,O
158,section : Introduction,"O,O,O"
159,Deep nets have demonstrated impressive results on a number of computer vision and natural language processing problems .,"B,I,O,O,O,O,O,O,O,O,B,I,I,I,I,I,I,O"
